Cession_Number,Royce_ID,Royce_ID_Num,State,County,State_and_County,Tribe_Named_in_Land_Cessions_1784-1894,Present_Day_Tribe,US_Acquired_Mode,Cession_State,Yr_US_Acquired,Date_US_Acquired,Total_Acreage,US_Paid_Total,US_Paid_Per_Acre,US_Paid_Per_Acre_if_N/A,KEEP IN THE DATA,INFLATION FACTOR FOR YEAR,US PAID TOTAL - INFLATION ADJUSTED to 2023,US_Paid_Per_Acre - Inflation Adjusted,Total_Area_Source,US_Paid_Total_Source,Notes,Citation_1,Citation_2,Royce_Schedule_Date_1,URL_for_Royce_Schedule_Entry_1,URL_for_Treaty_Text_Catalogued_by_Kappler_1,Royce_Schedule_Date_2,URL_for_Royce_Schedule_Entry_2,URL_for_Treaty_Text_Catalogued_by_Kappler_2,Royce_Schedule_Date_3,URL_for_Royce_Schedule_Entry_3,URL_for_Treaty_Text_Catalogued_by_Kappler_3,Royce_Schedule_Date_4,URL_for_Royce_Schedule_Entry_4,URL_for_Treaty_Text_Catalogued_by_Kappler_4,Royce_Schedule_Date_5,URL_for_Royce_Schedule_Entry_5,URL_for_Treaty_Text_Catalogued_by_Kappler_5,Map Name,Map_Name_1,Map_Name_2,Map_Name_3,Map_Name_4,Map_Name_5,Map_Name_6,Map_URL_1,Map_URL_2,Map_URL_3,Map_URL_4,Map_URL_5,Map_URL_6,URL for Federal Statute,URL for Executive Order,SHAPE_Length,SHAPE_Area,GIS_Source,,,,,,,,,,,,,,,year,Conversion Factor from 2023,year
373,373,373,ID; MT,Beaverhead; Bonner; Boundary; Deer Lodge; Flathead; Glacier; Granite; Jefferson; Lake; Lewis and Clark; Lincoln; Mineral; Missoula; Powell; Ravalli; Sanders; Silver Bow,ID:Bonner; ID:Boundary; MT:Beaverhead; MT:Deer Lodge; MT:Flathead; MT:Glacier; MT:Granite; MT:Jefferson; MT:Lake; MT:Lewis and Clark; MT:Lincoln; MT:Mineral; MT:Missoula; MT:Powell; MT:Ravalli; MT:Sanders; MT:Silver Bow,Flathead; Kootenay; Upper Pend d'Orelles,"Confederated Salish & Kootenai Tribes of the Flathead Reservation, Montana; Confederated Tribes of the Colville Reservation, Washington","Ceded by treaty, July 16, 1855",ID; MT,1855,18550716,"14,174,900","$593,377.82",$0.04 ,,YES,0.02827715,"$20,984,357.69",$1.48,Calculated in GIS,"17 ICC 297, p. 298",,1 Hodge 465; 2 Hodge 415,Tiller 478,1855/07/16 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/808/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=730,,,,,,,,,,,,,"Montana 1, Idaho",Montana 1,Idaho,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,,,,,,,1989968.236,1.48E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1668,0.013976714,1668
398,398,398,MT; WY,Beaverhead; Broadwater; Deer Lodge; Gallatin; Jefferson; Lewis and Clark; Madison; Meagher; Park; Silver Bow; Teton,MT:Beaverhead; MT:Broadwater; MT:Deer Lodge; MT:Gallatin; MT:Jefferson; MT:Lewis and Clark; MT:Madison; MT:Meagher; MT:Park; MT:Silver Bow; WY:Park; WY:Teton,"Blackfoot; Chippewa, Ontonagon band","Blackfeet Tribe of the Blackfeet Indian Reservation of Montana; Keweenaw Bay Indian Community, Michigan; Lac Vieux Desert Band of Lake Superior Chippewa Indians, Michigan","Ceded by treaty (reliquished as common hunting ground), October 17, 1855",MT; WY,1855,18551017,"12,023,500","$408,535.29",$0.03 ,,YES,0.02827715,"$14,447,541.46",$1.20,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1855/10/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=744,,,,,,,,,,"Montana 1, Wyoming 1",Montana 1,Wyoming 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,,,,,,,1616248.119,99329010550,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1669,0.013000151,1669
399,399,399,MT,Broadwater; Cascade; Chouteau; Fergus; Golden Valley; Judith Basin; Lewis and Clark; Meagher; Musselshell; Petroleum; Wheatland,MT:Broadwater; MT:Cascade; MT:Chouteau; MT:Fergus; MT:Golden Valley; MT:Judith Basin; MT:Lewis and Clark; MT:Meagher; MT:Musselshell; MT:Petroleum; MT:Wheatland,"Nez PercÃ¨, Blackfoot and Flathead Nations","Blackfeet Tribe of the Blackfeet Indian Reservation of Montana; Confederated Salish & Kootenai Tribes of the Flathead Reservation, Montana; Nez Perce Tribe of Idaho","Seized by executive order, July 5, 1855",MT,1855,18551017,"11,843,504","$408,535.29",$0.03 ,,YES,0.02827715,"$14,447,541.46",$1.22,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 465; 2 Hodge 415,,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1855/10/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/812/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=744,,,,,,,,,,Montana 1,Montana 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,,,,1712409.973,99318195046,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1670,0.013000151,1670
404,,,,,,,,,,1856,18560807,"2,037,415","$1,000,000.00",$0.49 ,,YES,0.027627007,"$36,196,465.19",$17.77,"ICC Dkt. 276 (v. 16, p. 478a-c )","ICC Dkt. 276 (v. 16, p. 478a-c )",Cession by the Creek  on 1856.08.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,0.013000151,1671
408,408,408,NE; SD,Antelope; Boone; Brown; Buffalo; Cherry; Colfax; Custer; Dawson; Garfield; Greeley; Hall; Holt; Howard; Keya Paha; Knox; Lincoln; Logan; Loup; Madison; Merrick; Nance; Platte; Rock; Sherman; Thomas; Todd; Tripp; Valley,NE:Antelope; NE:Boone; NE:Brown; NE:Buffalo; NE:Cherry; NE:Colfax; NE:Custer; NE:Dawson; NE:Garfield; NE:Greeley; NE:Hall; NE:Holt; NE:Howard; NE:Keya Paha; NE:Knox; NE:Lincoln; NE:Logan; NE:Loup; NE:Madison; NE:Merrick; NE:Nance; NE:Platte; NE:Rock; NE:,Pawnee (four confederated bands),Pawnee Nation of Oklahoma,"Ceded by treaty, September 24, 1857",NE; SD,1857,18570924,"13,381,000","$2,144,281.20",$0.16 ,,YES,0.02827715,"$75,830,882.41",$5.67,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,2 Hodge 213-16,Tiller 644,1857/09/24 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/818/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=772,,,,,,,,,,,,,"Dakota 1, Nebraska",Dakota 1,Nebraska,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,https://www.loc.gov/resource/g3701em.gct00002/?sp=41,,,,,,,1433390.898,99788730577,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1672,0.013000151,1672
410,410,410,SD,Aurora; Beadle; Bon Homme; Brookings; Brule; Buffalo; Charles Mix; Clark; Clay; Davison; Douglas; Faulk; Hamlin; Hand; Hanson; Hughes; Hutchinson; Hyde; Jerauld; Kingsbury; Lake; Lincoln; McCook; Miner; Minnehaha; Moody; Sanborn; Spink; Sully; Turner; Un,SD:Aurora; SD:Beadle; SD:Bon Homme; SD:Brookings; SD:Brule; SD:Buffalo; SD:Charles Mix; SD:Clark; SD:Clay; SD:Davison; SD:Douglas; SD:Faulk; SD:Hamlin; SD:Hand; SD:Hanson; SD:Hughes; SD:Hutchinson; SD:Hyde; SD:Jerauld; SD:Kingsbury; SD:Lake; SD:Lincoln;,Yankton Sioux,Yankton Sioux Tribe of South Dakota,"Ceded by treaty, April 19, 1858",SD,1858,18580419,"15,390,291","$556,560.67",$0.04 ,,YES,0.026653142,"$20,881,615.55",$1.36,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,"DeMallie (Plains), 777",Tiller 710,1858/04/19 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/820/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=784,,,,,,,,,,,,,Dakota 1,Dakota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,,,1891764.548,94801130010,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1673,0.012676429,1673
424,,,,,,,,,,1867,18670828,N/A,$0.00,$0.00 ,,YES,0.048102447,$0.00,$0.00,,See Royce Table,"An abandoned reservation taken back by US on 1867.08.28 by request of Commissioner of the GLO, which would not seem to entail payment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,0.013326571,1674
426,426,426,CO; KS; NE; WY,Adams; Albany; Arapahoe; Banner; Bent; Boulder; Carbon; Chaffee; Chase; Cheyenne; Converse; Custer; Denver; Deuel; Douglas; Dundy; El Paso; Elbert; Finney; Fremont; Garden; Goshen; Greeley; Hamilton; Hayes; Hitchcock; Huerfano; Jackson; Jefferson; Kearny,CO:Adams; CO:Arapahoe; CO:Bent; CO:Boulder; CO:Chaffee; CO:Cheyenne; CO:Custer; CO:Denver; CO:Douglas; CO:El Paso; CO:Elbert; CO:Fremont; CO:Huerfano; CO:Jackson; CO:Jefferson; CO:Kiowa; CO:Kit Carson; CO:Lake; CO:Larimer; CO:Las Animas; CO:Lincoln; CO:L,Arapaho of Upper Arkansas; Cheyenne of Upper Arkansas,"Arapaho Tribe of the Wind River Reservation, Wyoming; Cheyenne and Arapaho Tribes, Oklahoma; Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana","Ceded by treaty, February 18, 1861",CO; KS; NE; WY,1861,18610218,"47,490,100","$256,547.67",$0.01 ,,YES,0.028600872,"$8,969,924.80",$0.19,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 72; Waldman 20-22; Waldman 60,1 Hodge 250-52; 1 Hodge 72-73; Tiller 610,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1861/02/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=815,1865/10/14 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=895,,,,,,,"Nebraska, Kansas 1, Colorado 1, Wyoming 1",Nebraska,Kansas 1,Colorado 1,Wyoming 1,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=41,https://www.loc.gov/resource/g3701em.gct00002/?sp=26,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,,,,,3707284.767,3.29E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1675,0.011699866,1675
431,431,431,UT,Duchesne; Uintah; Utah; Wasatch,UT:Duchesne; UT:Uintah; UT:Utah; UT:Wasatch,Uintah Uta,,,UT,1861,18611003,N/A,$0.00,$0.00 ,,YES,0.028600872,$0.00,$0.00,"See Royce description, this was part of land taken without formal treaty and converted directly into a reservation.Might want to look up Excutive Order of October 3, 1861 to verify no promises of payment listed. No apparent payments. https://archive.org/details/annualreportofbu218smit/page/824/mode/2up?view=theater",,THIS IS CURRENT UINTAH AND OURAY RESERVATION,,,1861/10/03 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,,1887/09/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/924/mode/2up,,1888/05/24 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/924/mode/2up,,,,,,,,Utah 1,Utah 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/431r.pdf,578770.2084,15678554129,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1676,0.012026286,1676
432,432,432,CO; NV; UT,Carbon; Daggett; Duchesne; Emery; Garfield; Iron; Juab; Kane; Lincoln; Millard; Moffat; Piute; Sanpete; Sevier; Uintah; Utah; Wasatch; Washington; Wayne; White Pine,CO:Moffat; NV:Lincoln; NV:White Pine; UT:Carbon; UT:Daggett; UT:Duchesne; UT:Emery; UT:Garfield; UT:Iron; UT:Juab; UT:Kane; UT:Millard; UT:Piute; UT:Sanpete; UT:Sevier; UT:Uintah; UT:Utah; UT:Wasatch; UT:Washington; UT:Wayne,Uintah Uta,"Ute Indian Tribe of the Uintah & Ouray Reservation, Utah","Seized by unratified treaty, October 3, 1861",CO; NV; UT,1861,18611003,"24,709,000",$0.00,$0.00 ,,YES,0.028600872,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 825",,2 Hodge 874-85,Tiller 724,1861/10/03 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,,,,,,,,,,,,,,"Arizona 1, Utah 1, Nevada, Colorado 1",Arizona 1,Utah 1,Nevada,Colorado 1,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/432r.pdf,3153333.114,1.66E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1677,0.012350009,1677
441,441,441,ID; OR; WA,Adams; Asotin; Baker; Clearwater; Columbia; Garfield; Idaho; Latah; Lewis; Nez Perce; Union; Valley; Wallowa; Whitman,ID:Adams; ID:Clearwater; ID:Idaho; ID:Latah; ID:Lewis; ID:Nez Perce; ID:Valley; OR:Baker; OR:Union; OR:Wallowa; WA:Asotin; WA:Columbia; wa:Garfield; WA:Whitman,Nez PercÃ©,"Nez Perce Tribe of Idaho; Nez Perce Tribe, Idaho","Ceded by treaty (former reservation), June 9, 1863",ID; OR; WA,1863,18630609,"6,733,350","$294,050.61",$0.04 ,,YES,0.040953578,"$7,180,095.68",$1.07,Calculated in GIS,"General Services Administration Report Re: Petition of the Confederated Tribes of the Colville Reservation and the Joseph Band of the Nez Perce Tribe of Indians, p. 2",Payment amount from treaty,2 Hodge 65-67,Tiller 395-96,1855/06/11 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/806/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=710,1863/06/09 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/826/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=851,,,,,,,,,,"Idaho, Oregon 1, Washington 1",Idaho,Oregon 1,Washington 1,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,https://www.loc.gov/resource/g3701em.gct00002/?sp=51,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,1318814.167,54853649191,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1678,0.011699866,1678
444,444,444,CA; ID; NV; OR; UT,Adams; Baker; Blaine; Boise; Box Elder; Canyon; Cassia; Custer; Elko; Elmore; Esmeralda; Eureka; Fayette; Gem; Gooding; Grant; Harney; Humboldt; Jerome; Lake; Lander; Lassen; Lemhi; Lincoln; Malheur; Minidoka; Modoc; Nye; Owyhee; Pershing; Tooele; Twin F,CA:Lassen; CA:Modoc; ID:Adams; ID:Blaine; ID:Boise; ID:Canyon; ID:Cassia; ID:Custer; ID:Elmore; ID:Fayette; ID:Gem; ID:Gooding; ID:Jerome; ID:Lemhi; ID:Lincoln; ID:Minidoka; ID:Owyhee; ID:Twin Falls; ID:Valley; ID:Washington; NV:Elko; NV:Esmeralda; NV:Eu,Shoshoni (Western bands),Northwestern Band of Shoshoni Nation of Utah (Washakie); Te-Moak Tribe of Western Shoshone Indians of Nevada,"Seized without treaty/agreement, October 1, 1863",CA; ID; NV; OR; UT,1863,18631001,"75,275,800",$0.00,$0.00 ,,YES,0.040953578,$0.00,$0.00,Calculated in GIS,Seized w/o treaty/agreement,,,,1863/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=859,,,,,,,,,,,,,"Utah 1, Nevada, California 2, Oregon 1, Idaho",Utah 1,Nevada,California 2,Oregon 1,Idaho,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,https://www.loc.gov/resource/g3701em.gct00002/?sp=8,https://www.loc.gov/resource/g3701em.gct00002/?sp=51,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,,,,4443431.85,5.54E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1679,0.011699866,1679
445,445,445,MN; ND,Barnes; Cass; Cavalier; Grand Forks; Kittson; Marshall; Nelson; Norman; Pembina; Pennington; Polk; Ransom; Red Lake; Roseau; Steele; Traill; Walsh,MN:Kittson; MN:Marshall; MN:Norman; MN:Pennington; MN:Polk; MN:Red Lake; MN:Roseau; ND:Barnes; ND:Cass; ND:Cavalier; ND:Grand Forks; ND:Nelson; ND:Pembina; ND:Ransom; ND:Steele; ND:Traill; ND:Walsh,Chippewa (Red Lake and Pembina bands),"Chippewa Cree Indians of the Rocky Boy's Reservation, Montana; Red Lake Band of Chippewa Indians, Minnesota; Turtle Mountain Band of Chippewa Indians of North Dakota; White Earth Band of Minnesota Chippewa Tribe, Minnesota","Ceded by treaty, October 2, 1863",MN; ND,1863,18631002,"9,799,949","$609,480.36",$0.06 ,,YES,0.040953578,"$14,882,224.87",$1.52,"6 ICC p. 275, 278","6 ICC p. 275, 278",,Tiller 488,,1863/10/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/828/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=861,,,,,,,,,,,,,"Minnesota 1, Dakota 1",Minnesota 1,Dakota 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=33,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,,1571010.066,87567356752,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1680,0.013650294,1680
447,447,447,NV; UT,Elko; Juab; Tooele; White Pine,NV:Elko; NV:White Pine; UT:Juab; UT:Tooele,Shoshone-Goship,,"Seized without treaty/agreement, October 12, 1863",NV; UT,1863,18631012,"6,883,480",$0.00,$0.00 ,,YES,0.040953578,$0.00,$0.00,Calculated in GIS,Seized w/o treaty/agreement,,,,1863/10/12 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=867,,,,,,,,,,,,,"Utah 1, Nevada",Utah 1,Nevada,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=43,,,,,,,970225.174,47814334321,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1681,0.014300436,1681
448,448,448,NM,Chaves; Curry; De Baca; Quay; Roosevelt,NM:Chaves; NM:Curry; NM:De Baca; NM:Quay; NM:Roosevelt,Apache,"Apache Tribe of Oklahoma; Fort Sill Apache Tribe of Oklahoma; Jicarilla Apache Nation, New Mexico; Mescalero Apache Tribe of the Mescalero Reservation, New Mexico; San Carlos Apache Tribe of the San Carlos Reservation, Arizona; Tonto Apache Tribe of Arizona; White Mountain Apache Tribe of the Fort Apache Reservation, Arizona",Seized without treaty/agreement (on abandoned reservation),NM,1864,18640115,"1,431,190",$0.00,$0.00 ,,YES,0.051029437,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",,,,1864/01/15 07:00:00,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,,,,,,,,,,,,,New Mexico 2,,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=45,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/448r.pdf,,,,,,,,,,,,,,,,,,1682,0.012026286,1682
450,450,450,UT,Millard,UT:Millard,Uta,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Indian Tribe of the Uintah & Ouray Reservation, Utah; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","Seized by unratified treaty (former reservation), June 8, 1864",UT,1864,18640505,"85,361",$0.00,$0.00 ,,YES,0.051029437,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",,"2 Hodge 1116; 2 Hodge 875-76, 1116",Waldman 308; Tiller 367; Waldman 308; Tiller 369; Waldman 308; Tiller 724,1864/05/05 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,1878/06/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/892/mode/2up,,,,,,,,,,,Utah 1,Utah 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/450c.pdf,,96896.11064,594725526.2,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1683,0.012026286,1683
451,451,451,UT,Sanpete,UT:Sanpete,Uta,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado; Ute Indian Tribe of the Uintah & Ouray Reservation, Utah; Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","Seized by unratified treaty (former reservation), June 8, 1864",UT,1864,18640505,"101,475",$0.00,$0.00 ,,YES,0.051029437,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 831",,"2 Hodge 1116; 2 Hodge 875-76, 1116",Waldman 308; Tiller 367; Waldman 308; Tiller 369; Waldman 308; Tiller 724,1864/05/05 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/830/mode/2up,,1878/06/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/892/mode/2up,,,,,,,,,,,Utah 1,Utah 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/451c.pdf,,105251.3349,684865428.4,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1684,0.012026286,1684
458,458,458,WA,Clark; Cowlitz; Grays Harbor; Lewis; Mason; Pacific; Skamania; Thurston; Wahkiakum,WA:Clark; WA:Cowlitz; WA:Grays Harbor; WA:Lewis; WA:Mason; WA:Pacific; WA:Skamania; WA:Thurston; WA:Wahkiakum,Chehalis; Chinook; Klatsop; Klikitat,"Confederated Tribes and Bands of the Yakama Nation; Confederated Tribes of the Chehalis Reservation, Washington; Quinault Indian Nation, Washington; Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation, Washington","Seized without treaty/agreement, July 8, 1864",WA,1864,18640708,"4,901,380",$0.00,$0.00 ,,YES,0.051029437,$0.00,$0.00,Calculated in GIS,Seized w/o treaty/agreement,,"DOI OFA - Chinook, 57; DOI OFA - Chinook, 57; DOI OFA - Chinook, 57 -58; Tiller 731; Tiller 762",1 Hodge 241; Waldman 63,1864/07/08 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/832/mode/2up,,,,,,,,,,,,,,Washington 1,Washington 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/458c.pdf,1538403.618,41635136240,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1685,0.013326571,1685
468,,,,,,,,,,1863,18630221,"289,626.42","$213,347.24",$0.74 ,,YES,0.040953578,"$5,209,489.61",$17.99,ICC Dkt. 243/ITCS Report,ICC Dkt. 243/ITCS Report,Cession date is 1865.03.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,0.012350009,1686
