,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
623,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,641.35,surface,Apache,16N,24E,22,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.7810003532502 34.77231121485402, -109.78102736828576 34.77596221851337, -109.78105435547353 34.77961325025221, -109.78543018576639 34.77955908810844, -109.78980599000812 34.779504925929096, -109.79418182030099 34.7794507637142, -109.79855765149217 34.77939660293944, -109.79853094368045 34.775747598128646, -109.79850426461483 34.77209859353827, -109.79847755770145 34.76844961797672, -109.79845085078804 34.76480061317766, -109.79407474111912 34.76485274822463, -109.78969862875525 34.764904883238664, -109.78532249213687 34.76495704552448, -109.78094638067131 34.76500918047264, -109.78097336785908 34.76866018396217, -109.7810003532502 34.77231121485402))"
624,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,21.83,30.01,surface,Apache,16N,24E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.84188166928666 34.77888884311666, -109.85142764270448 34.78121717422707, -109.85139832169362 34.77870551998979, -109.84636503600386 34.77880154629984, -109.84200289962918 34.77888684578446, -109.84188166928666 34.77888884311666))"
625,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,481.4,474.73,surface,Apache,16N,24E,34,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.7812065857782 34.735793685126616, -109.78115303450915 34.73944297227655, -109.78109945449404 34.74309225991113, -109.78104590232671 34.74674157531192, -109.78099232680314 34.7503908593987, -109.7853691614125 34.75034478014562, -109.78974596727578 34.750298672081115, -109.79412277583398 34.75025259277659, -109.79849945772975 34.75020644775578, -109.79856824622264 34.74728114595127, -109.79746128823062 34.74614648548777, -109.79620403849832 34.744851074306474, -109.79594685532406 34.74458436177561, -109.79540184744117 34.744040432453225, -109.79347332712125 34.742063431571026, -109.79189896670374 34.740450460629646, -109.78999423017926 34.738487569443045, -109.78788517453837 34.736319070762406, -109.78759676861976 34.73602254709022, -109.7873084758889 34.73572613604074, -109.78561556121011 34.73574485522367, -109.7812065857782 34.735793685126616))"
626,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,635.63,640.98,surface,Apache,17N,30E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.20893327455451 34.89992262940063, -109.2089840895552 34.89622846229121, -109.20903490635251 34.89253429556078, -109.20472659882628 34.89252997483685, -109.20032817590402 34.89252540506687, -109.1959317247838 34.89251305887635, -109.19153524671414 34.89250068394792, -109.19152553862085 34.89614340955897, -109.19151582962928 34.899786134986726, -109.19151356587474 34.90342080559612, -109.19151113683021 34.90711194554848, -109.19589631409362 34.907162344785476, -109.20028149225533 34.907212744728305, -109.20466658597542 34.90726311590925, -109.20883164095991 34.90731096389822, -109.20888245865554 34.90361679612194, -109.20893327455451 34.89992262940063))"
627,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,640.46,surface,Apache,17N,30E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.13006773503905 34.833489344540006, -109.12568246974075 34.83344810227074, -109.12129720264582 34.83340685850613, -109.12130995153635 34.837046675571, -109.12132266988412 34.840686465163856, -109.12133538823191 34.84432625380059, -109.12134813712242 34.847966041452395, -109.12573360005008 34.84800875531362, -109.13011906387608 34.84805149790432, -109.13450450075258 34.84809423826113, -109.13888996637519 34.84813698007021, -109.13887704680478 34.84449569303468, -109.13886412903098 34.840854377600714, -109.13885118430775 34.83721309056687, -109.13883826563564 34.83357180468403, -109.13445299943903 34.83353056024397, -109.13006773503905 34.833489344540006))"
628,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,643.85,surface,Apache,17N,30E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.17402241507874 34.84125536757626, -109.17401507135129 34.83760491945598, -109.17400772762385 34.83395444144081, -109.16960696009869 34.833905337807245, -109.16520619437016 34.833856233406976, -109.16080542953996 34.83380712897747, -109.1564046620148 34.83375802599335, -109.15641997379882 34.83740822737618, -109.15643528558283 34.841058401102025, -109.15645059736684 34.84470857442357, -109.15646590825254 34.84835874804904, -109.16085870772113 34.848408127627046, -109.16525147754531 34.84845753445243, -109.1696442761156 34.848506915445626, -109.17403707468586 34.8485562941975, -109.17402973095841 34.844905845493564, -109.17402241507874 34.84125536757626))"
629,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,279.34,278.65,surface,Apache,17N,31E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.09506178978876 34.84051050783322, -109.09945158439272 34.840522055240385, -109.09944414993541 34.83689340297966, -109.10376666341953 34.83690175829638, -109.10374900343939 34.83327021677454, -109.09943668673203 34.833264749301435, -109.09504772576467 34.83325895001903, -109.090666294476 34.83323998381884, -109.08628489103509 34.83322098959481, -109.08629082350923 34.8368539769625, -109.08629675508507 34.84048693820022, -109.0906792724369 34.84049879305996, -109.09506178978876 34.84051050783322))"
630,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,39.61,39.61,surface,Apache,17N,31E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.09946640030668 34.84779277801551, -109.10381961281735 34.8477963830358, -109.10380195373547 34.84416484219304, -109.09945899279884 34.84415743130063, -109.09946640030668 34.84779277801551))"
631,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,642.07,surface,Apache,15N,30E,22,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.14676899810405 34.687800551785074, -109.14238350373533 34.68776549159273, -109.13799798062057 34.687730404055316, -109.13800474223972 34.69137690589673, -109.13801150475717 34.695023381522994, -109.13801826727462 34.6986698848233, -109.13802502889376 34.7023163596373, -109.14240755073718 34.702347308951886, -109.1467900716823 34.70237823166802, -109.15117259352571 34.702409153634086, -109.15555511447081 34.70244010291394, -109.15555135412305 34.6987977657703, -109.15554756592749 34.695155401242395, -109.15554377773192 34.6915130640134, -109.15554001648584 34.68787070019399, -109.15115449426938 34.6878356392927, -109.14676899810405 34.687800551785074))"
632,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,403.8,390.57,surface,Apache,16N,24E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.82953223622508 34.77906668886377, -109.83333412839134 34.779029501812815, -109.83325081234369 34.77537996868351, -109.83316746934658 34.77173043573081, -109.83308415329891 34.76808090298372, -109.83300083814959 34.76443136973348, -109.82868645172383 34.764470504220824, -109.82437206350146 34.76450966747031, -109.82005770402515 34.764548801920526, -109.81574331670109 34.7645879378281, -109.81574970731602 34.764925361758664, -109.81944138877333 34.76862208604127, -109.8206881147421 34.769856286504975, -109.82185566050674 34.77118085130442, -109.82384035607465 34.773243953943506, -109.82604274847023 34.7754714919524, -109.82953223622508 34.77906668886377))"
633,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,489.79,489.53,surface,Apache,16N,24E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.83361436503075 34.78324376597731, -109.83604138834963 34.78575521564401, -109.83767318704638 34.787420283359104, -109.83941080458865 34.78914041914179, -109.84052792342484 34.79011776720295, -109.84149623453759 34.79089764322195, -109.84268389447978 34.79181480170081, -109.8437755730271 34.79256541265657, -109.84506565977631 34.79342084023805, -109.84685887764479 34.79338723386351, -109.85156865664452 34.793299016973, -109.85152609356805 34.78965064927423, -109.85148350444042 34.78600228174141, -109.85144091261787 34.782353915879256, -109.85142764270448 34.78121717422707, -109.84188166928666 34.77888884311666, -109.83766851401028 34.778958172722696, -109.83333412839134 34.779029501812815, -109.83357672472204 34.782677700398814, -109.83361436503075 34.78324376597731))"
634,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,158.6,169.24,surface,Apache,16N,24E,34,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.7873084758889 34.73572613604074, -109.78759676861976 34.73602254709022, -109.78788517453837 34.736319070762406, -109.78999423017926 34.738487569443045, -109.79189896670374 34.740450460629646, -109.79347332712125 34.742063431571026, -109.79540184744117 34.744040432453225, -109.79594685532406 34.74458436177561, -109.79620403849832 34.744851074306474, -109.79746128823062 34.74614648548777, -109.79856824622264 34.74728114595127, -109.7985853007383 34.7465545056388, -109.79867104762712 34.74290246923054, -109.79875676666816 34.739250459611334, -109.79884248660751 34.73559842292344, -109.7944335111756 34.73564722486027, -109.79002453574371 34.73569605482091, -109.7873084758889 34.73572613604074))"
635,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,162.34,surface,Apache,12N,26E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.5592661131445 34.43497559852738, -109.55923819530211 34.43132040394331, -109.55484346894724 34.431344980737876, -109.55044876954184 34.43136955604331, -109.5504623862049 34.43503305398517, -109.55047600286798 34.43869655210178, -109.55488503040218 34.43866375678248, -109.55929405883467 34.43863079401374, -109.5592661131445 34.43497559852738))"
636,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,80.0,78.57,surface,Apache,11N,30E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.19903194198332 34.34467694961804, -109.19909533429629 34.34097798575718, -109.19915872481263 34.33727902044449, -109.19493401181182 34.33723495352733, -109.19488339803375 34.340931111833456, -109.19483278425568 34.34462721553313, -109.19903194198332 34.34467694961804))"
637,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,639.6,surface,Apache,16N,24E,24,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.76351205550355 34.77251028045934, -109.76350231686756 34.76885438877789, -109.7634925512821 34.7651985248047, -109.7591256358701 34.76524274348497, -109.75475869171203 34.76528698944613, -109.75039177630003 34.76533120438925, -109.74602484471838 34.76537537724487, -109.74604036041998 34.769019991790756, -109.74605585007042 34.772664578220706, -109.746071365772 34.77630919406269, -109.74608688147359 34.77995380829503, -109.75044803868461 34.77992088261523, -109.75480923092992 34.779887917079414, -109.75917039622577 34.77985497661667, -109.76353158757279 34.77982200884104, -109.76352182108901 34.77616614521424, -109.76351205550355 34.77251028045934))"
638,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,642.5,surface,Apache,16N,24E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.78106360542601 34.786928229096034, -109.7810589800006 34.78327072521368, -109.78105435547353 34.77961325025221, -109.77667366349834 34.7796654401334, -109.77229297152314 34.77971762924377, -109.76791227864963 34.779769818321064, -109.76353158757279 34.77982200884104, -109.76354515842178 34.78347901194741, -109.76355873016908 34.78713598646903, -109.76357230191641 34.79079296188977, -109.76358587366371 34.79444996473747, -109.7679576202153 34.7943982762573, -109.77232936407194 34.79434658626934, -109.77670110972521 34.794294898462084, -109.78107282753072 34.79424320840928, -109.7810682308514 34.79058570506051, -109.78106360542601 34.786928229096034))"
639,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,255.73,256.38,surface,Cochise,16S,23E,7,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.03090140743005 32.064975875275245, -110.03516063550072 32.06500113511207, -110.03913138938083 32.06502467370182, -110.03947056718097 32.062943274087466, -110.0433202119911 32.063301355053525, -110.04303527895941 32.06505021139003, -110.04351106536144 32.065053350882366, -110.04351516796734 32.06141519924846, -110.04351927057323 32.05777704756395, -110.04352334622969 32.05413525653296, -110.04352742098781 32.05049346673703, -110.03935871974157 32.05047364991364, -110.03937403422053 32.054113718291475, -110.03938932085173 32.05775378728014, -110.0394046065846 32.06139010514689, -110.03514584923113 32.06136542899448, -110.03513106206324 32.05772969332911, -110.03087277722362 32.05770543263944, -110.030887092776 32.06134064016237, -110.03090140743005 32.064975875275245))"
640,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,320.0,329.3,surface,Cochise,13S,29E,33,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.39525769943461 32.25705454879879, -109.3995620624584 32.25703226915903, -109.39952973298966 32.253282980980444, -109.39949741160574 32.24953372411027, -109.3979564739067 32.24955466769861, -109.39516938336406 32.24961325000515, -109.393694974895 32.24964422281376, -109.39084135512243 32.24970422196406, -109.38943350283274 32.249690944114654, -109.38655524406856 32.249663862674744, -109.38517200382103 32.24965083705081, -109.38226913301467 32.249623505646596, -109.38238317593662 32.253371626853806, -109.38249722424847 32.25711977946248, -109.3867252520327 32.25709830433017, -109.39095330856303 32.257076690172944, -109.39525769943461 32.25705454879879))"
641,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,163.83,surface,Cochise,13S,28E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.52700698875928 32.29244424772426, -109.52697394243494 32.28878672363047, -109.52264196160603 32.28878054282845, -109.51831001042153 32.28877419571619, -109.51834064027776 32.292440914068344, -109.51837129618515 32.29610763219832, -109.5227056656344 32.29610470112954, -109.52704003418533 32.29610177157932, -109.52700698875928 32.29244424772426))"
642,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,156.56,160.28,surface,Cochise,13S,28E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.52690782193845 32.28146839773413, -109.52694086916112 32.285127560461284, -109.52697394243494 32.28878672363047, -109.5313127280021 32.288792792799434, -109.53545567814243 32.288798448851445, -109.53544525858344 32.28586667872865, -109.53544271635118 32.285153868846216, -109.53543235158942 32.28223262624893, -109.5354298102555 32.28150931476033, -109.531256609348 32.28148927243727, -109.52690782193845 32.28146839773413))"
643,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,0.1,0.01,surface,Cochise,24S,23E,3,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.00366624242527 31.36807586136169, -110.00372939758302 31.36808581649278, -110.00374057352346 31.368031555301194, -110.00367675720568 31.36802159096008, -110.00366624242527 31.36807586136169))"
644,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,0.1,0.01,surface,Cochise,24S,23E,17,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.02156377219121 31.342706478800533, -110.02162813558299 31.342704738733392, -110.02162821463473 31.342650622476373, -110.02156388178567 31.34265010766781, -110.02156377219121 31.342706478800533))"
645,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,320.0,322.35,surface,Cochise,18S,28E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.45732985455102 31.839570396388964, -109.45733725307568 31.835922143335576, -109.45734468034645 31.83227386281358, -109.45308838078363 31.83227303168355, -109.44883208122076 31.83227219979024, -109.44457308850869 31.832271479324884, -109.44031409310169 31.83227075885948, -109.44030416941273 31.835918676996197, -109.44029424482548 31.83956662340259, -109.44455382054417 31.839567788724253, -109.44881339716117 31.83956878691727, -109.4530716119322 31.83956967445428, -109.45732985455102 31.839570396388964))"
646,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,80.0,81.14,surface,Cochise,19S,26E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.73406795118144 31.78062043540518, -109.73377611010521 31.776973345718545, -109.72950504403572 31.776975651213412, -109.72523395011845 31.776977792520974, -109.72550657084089 31.780641408546458, -109.72978727493506 31.780630991085054, -109.73406795118144 31.78062043540518))"
647,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,162.78,surface,Cochise,19S,26E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.64927867903567 31.78428278310848, -109.64891399087809 31.78061727931545, -109.64463953546505 31.78064600178974, -109.6403650809503 31.780674584510635, -109.64075313249178 31.78435980984261, -109.64114118313496 31.788045007421378, -109.6453922751641 31.78799664668055, -109.64964336719326 31.787948258425903, -109.64927867903567 31.78428278310848))"
648,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,161.91,surface,Cochise,19S,26E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.6578041977318 31.784205451632996, -109.65746281546593 31.7805593914334, -109.65318841664676 31.780588419378493, -109.64891399087809 31.78061727931545, -109.64927867903567 31.78428278310848, -109.64964336719326 31.787948258425903, -109.65389446012072 31.787899899161683, -109.65814555125155 31.787851511619937, -109.6578041977318 31.784205451632996))"
649,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,161.87,surface,Cochise,19S,26E,27,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.67123512603865 31.744074337617455, -109.67152679643499 31.74771980591884, -109.67181845245828 31.751365239940995, -109.67609191074138 31.751375765348325, -109.68036536902446 31.751386153257325, -109.68007854863234 31.747739498577722, -109.67979171207054 31.744092865289588, -109.67551341995292 31.7440835873212, -109.67123512603865 31.744074337617455))"
650,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,159.95,surface,Cochise,19S,26E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.67472245334525 31.784186033994146, -109.67442493491642 31.780544417368983, -109.67018439719354 31.780548389784073, -109.6659438612673 31.78055219649084, -109.66626329679244 31.784195895916305, -109.66658276106367 31.787839594551773, -109.67080135204583 31.787833622654606, -109.67501994302799 31.78782765075705, -109.67472245334525 31.784186033994146))"
651,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,403.06,405.79,surface,Cochise,19S,26E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.73774469455391 31.773332394345083, -109.74386784509245 31.773341158472167, -109.74370192176791 31.76970215138327, -109.74353602718942 31.766063143977135, -109.74337010476319 31.762424136279645, -109.74320418233695 31.75878515734161, -109.74064202814483 31.758776924212643, -109.73638062794781 31.758763315373603, -109.73211922595415 31.758749676743882, -109.73246048694742 31.762394128048467, -109.73280177489018 31.76603857713202, -109.73314300803568 31.769682417573367, -109.73348429418178 31.77332622829695, -109.73774469455391 31.773332394345083))"
652,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,320.0,321.67,surface,Cochise,19S,26E,12,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.65033127278332 31.795245073253092, -109.65067196154978 31.798858607211674, -109.65101267816398 31.802472140353945, -109.6552765460331 31.80244639066927, -109.65954043995336 31.802420640977434, -109.65919172563817 31.798778359213127, -109.65884301042466 31.795136076666388, -109.65849429521116 31.791493794126676, -109.65814555125155 31.787851511619937, -109.65389446012072 31.787899899161683, -109.64964336719326 31.787948258425903, -109.64998730696273 31.791596679808634, -109.65033127278332 31.795245073253092))"
653,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,240.0,240.26,surface,Cochise,19S,26E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.68318288460743 31.784221782788812, -109.6829084519831 31.780576109630953, -109.68263404720652 31.776930188126723, -109.67838073184704 31.776916578139144, -109.67412744523364 31.776902829163056, -109.67442493491642 31.780544417368983, -109.67472245334525 31.784186033994146, -109.67501994302799 31.78782765075705, -109.67923864450295 31.787847566243595, -109.68345731813012 31.787867455000836, -109.68318288460743 31.784221782788812))"
654,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,161.99,surface,Cochise,19S,26E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.6421924015619 31.755047168157265, -109.64645788639854 31.75504586198618, -109.65073184504325 31.755044554287355, -109.65500580368794 31.75504310986061, -109.65469122715017 31.751399910608384, -109.65041187861375 31.75139632728079, -109.64613250402623 31.751392607219813, -109.64187007256324 31.75138877563317, -109.63760761504912 31.751384776758268, -109.63792691582697 31.755048335309016, -109.6421924015619 31.755047168157265))"
655,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,298.18,301.02,surface,Cochise,19S,26E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.738346795763 31.780609739979454, -109.73864802603059 31.784247608565927, -109.73894922934872 31.787885004170295, -109.74450711768966 31.78784869022157, -109.74434730740062 31.78422182173249, -109.74418749531493 31.780594924758628, -109.74402765627981 31.776968055069577, -109.74386784509245 31.773341158472167, -109.73774469455391 31.773332394345083, -109.73348429418178 31.77332622829695, -109.73377611010521 31.776973345718545, -109.73406795118144 31.78062043540518, -109.738346795763 31.780609739979454))"
656,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,640.37,surface,Cochise,19S,27E,21,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.59583925834116 31.758553880152505, -109.59159785823562 31.758547770405546, -109.58735645633344 31.758541688155475, -109.58772390411559 31.762177719294964, -109.58809135279603 31.76581377866363, -109.58845880147646 31.76944980895307, -109.58882625015693 31.773085840688584, -109.59305289902719 31.773104173158206, -109.59727954789744 31.773122478894923, -109.60150839045365 31.77314011563257, -109.6057372608576 31.773157726401323, -109.6053840387963 31.76950983381274, -109.60503081493837 31.765861940972247, -109.60467759197877 31.76221407616591, -109.60432436812084 31.75856618366469, -109.60008182715488 31.758560018160154, -109.59583925834116 31.758553880152505))"
657,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,269.82,273.64,surface,Cochise,21S,27E,4,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.59552840442193 31.634943775126043, -109.5955212376626 31.638596365622227, -109.59551588370351 31.641316225086612, -109.5973928622857 31.64132480209051, -109.59979645933859 31.641335822564276, -109.59979947857624 31.63862382430679, -109.60407774733771 31.63865114302457, -109.60407871931484 31.635009611085557, -109.60407969129199 31.6313533560047, -109.6040806614725 31.62769710023796, -109.59981142167797 31.627667196027573, -109.59554215223903 31.62763729104262, -109.59553526485576 31.63129054707617, -109.59552840442193 31.634943775126043))"
658,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,560.0,565.44,surface,Cochise,21S,27E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.56150979929704 31.60536554819777, -109.56150582425191 31.601753619147058, -109.55723166528291 31.601843986409982, -109.55295753416165 31.601934186792583, -109.55293528109544 31.598295924958947, -109.54865198266673 31.598373013639502, -109.54436871118749 31.598450129801016, -109.54436591922357 31.60040642643887, -109.5443634641279 31.602115558975242, -109.54436072875788 31.60403260697804, -109.54435821617002 31.605780988481662, -109.54434361854665 31.607658758011503, -109.5443296910665 31.609447112951795, -109.5443153988703 31.611284938424088, -109.54430177502073 31.61311323535153, -109.5486623537167 31.61287617632348, -109.55302296026044 31.6126391151617, -109.55730381167832 31.61264324548012, -109.56158466579113 31.612647374268338, -109.5615472186202 31.60900644712396, -109.56150979929704 31.60536554819777))"
659,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,119.75,119.36,surface,Cochise,17S,32E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.12158885417753 31.928932518746354, -109.12159389462458 31.925314349814826, -109.11736826893545 31.92531215857823, -109.11735446362614 31.92531213113058, -109.11311500477993 31.925309940656387, -109.11310743916862 31.928931138031935, -109.11309987355729 31.932552307152132, -109.11734185756778 31.932551580609324, -109.11735506370076 31.928931883663424, -109.12158885417753 31.928932518746354))"
660,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,40.0,39.94,surface,Cochise,17S,32E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.11736826893545 31.92531215857823, -109.12159389462458 31.925314349814826, -109.1216263786036 31.921679098082706, -109.1173824191978 31.921679156792486, -109.11735446362614 31.92531213113058, -109.11736826893545 31.92531215857823))"
661,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,160.0,160.09,surface,Cochise,14S,30E,24,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.23608621855796 32.19894708669433, -109.23182275582904 32.19895236370444, -109.22755926525234 32.19895750236565, -109.22757915305442 32.202591857286805, -109.22759901390702 32.20622618560016, -109.23186181098431 32.20621965713342, -109.23612460806162 32.20621315602962, -109.23610541375893 32.202580108009215, -109.23608621855796 32.19894708669433))"
662,AZ,36 Stat. 557-579 (1910),NORMAL SCHOOL,State Land Department,University of Arizona,640.0,641.62,surface,Cochise,14S,30E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.3044561908401 32.20619185280696, -109.30872960061419 32.20619075978817, -109.31300303823602 32.20618969413285, -109.3129794457817 32.20255805293039, -109.31295582458132 32.19892638457487, -109.31293223122869 32.195294714935486, -109.31290863877439 32.1916630463191, -109.30863636896241 32.19166239177144, -109.30436412789652 32.191661765351924, -109.3000918589829 32.191661110804276, -109.29581959006921 32.191660457777076, -109.29584204256145 32.195293846041125, -109.29586446630756 32.19892720782514, -109.295886890952 32.20256059479464, -109.29590931469811 32.206193984117576, -109.30018275231996 32.206192918462285, -109.3044561908401 32.20619185280696))"
