,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,township,range,section,data_source,geometry
107,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,319.86,surface,52,83,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.85538607505342 44.49963138252457, -106.85034393766581 44.499606088658034, -106.84530182735003 44.49958079343544, -106.84025968997824 44.4995554992564, -106.84036255968137 44.50319013285983, -106.84046541157814 44.506824763221424, -106.84549071629311 44.506845225241015, -106.85051599177585 44.50686546562304, -106.85558707423078 44.50688567842656, -106.86065818528243 44.50690566777312, -106.86054319605523 44.50328117422544, -106.86042818542148 44.49965667743759, -106.85538607505342 44.49963138252457))"
108,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,79.32,surface,52,83,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89064073528607 44.500005948884144, -106.89069947191413 44.50360291915954, -106.89075823435782 44.50719988939302, -106.89580456702531 44.50721710171884, -106.89574810899389 44.503618742304624, -106.89569167931081 44.50002010380338, -106.89064073528607 44.500005948884144))"
109,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.7,39.4,surface,52,83,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89574810899389 44.503618742304624, -106.89580456702531 44.50721710171884, -106.90078723016391 44.50723389896643, -106.9007939415475 44.50363431504393, -106.89574810899389 44.503618742304624))"
110,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.21,39.9,surface,52,83,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89569167931081 44.50002010380338, -106.89574810899389 44.503618742304624, -106.9007939415475 44.50363431504393, -106.90080062535684 44.50003475876776, -106.89569167931081 44.50002010380338))"
111,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,319.42,surface,52,83,27,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.83031772193657 44.4451607443053, -106.8302624844908 44.44879837502885, -106.83020724805012 44.452435533090345, -106.83015198317449 44.45607271792442, -106.83517092716899 44.45605642275015, -106.84018987109405 44.45604012794077, -106.8402646641428 44.452426524527105, -106.84033943023003 44.44881294799332, -106.84041419603427 44.44519937239811, -106.84048896188122 44.4415857680511, -106.83543096068912 44.44155445494265, -106.83037295732925 44.44152314143332, -106.83031772193657 44.4451607443053))"
112,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,317.08,surface,52,83,28,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.84548671109454 44.44157591435017, -106.84048896188122 44.4415857680511, -106.84041419603427 44.44519937239811, -106.84033943023003 44.44881294799332, -106.8402646641428 44.452426524527105, -106.84018987109405 44.45604012794077, -106.84521570545508 44.456049082215394, -106.85024153770394 44.45605803712975, -106.85030227543122 44.452435266155604, -106.8503630148642 44.448812466374605, -106.85042372374144 44.44518925053188, -106.85048446165823 44.441566034868096, -106.84548671109454 44.44157591435017))"
113,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.57,surface,53,83,31,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.90208357967528 44.51874371741248, -106.9020971182182 44.52235491136483, -106.90211074177063 44.52598541123955, -106.90212436534405 44.5296159395536, -106.90717892003535 44.52968493291266, -106.9071627697646 44.52605954395483, -106.90714661858006 44.52243418165272, -106.90713046852166 44.51881845889002, -106.90711428924631 44.51520320829735, -106.90575971830661 44.51519536438894, -106.90207001123744 44.5151325221611, -106.90208357967528 44.51874371741248))"
114,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,47.48,47.28,surface,52,83,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.87071217140098 44.51066847870623, -106.870800433718 44.51499580697416, -106.87188991323595 44.515001737830154, -106.87580701472693 44.515042799109466, -106.87573567034825 44.510727830576805, -106.87071217140098 44.51066847870623))"
115,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,47.56,47.14,surface,52,83,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.86571858905431 44.510598375806175, -106.86580265822388 44.5149263156228, -106.866800329362 44.51493141331455, -106.870800433718 44.51499580697416, -106.87071217140098 44.51066847870623, -106.86571858905431 44.510598375806175))"
116,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,47.64,47.17,surface,52,83,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.86071892313991 44.51052796876214, -106.8608047148987 44.51485715602054, -106.86171224352547 44.51485906146926, -106.86580265822388 44.5149263156228, -106.86571858905431 44.510598375806175, -106.86071892313991 44.51052796876214))"
117,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,47.38,47.69,surface,52,83,3,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.83544898856668 44.51051093147036, -106.83037096388192 44.51056955101078, -106.83045536537246 44.514869679099384, -106.83159612441234 44.514868275684314, -106.83552758295247 44.51480372613392, -106.83544898856668 44.51051093147036))"
118,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.46,surface,52,83,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89075823435782 44.50719988939302, -106.8908166072599 44.51077466551101, -106.895858162044 44.51080960049999, -106.89580456702531 44.50721710171884, -106.89075823435782 44.50719988939302))"
119,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,78.98,surface,52,83,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.88573576421938 44.507182510265174, -106.88071329428351 44.50716493601525, -106.88075547505233 44.51078690560893, -106.88578802799802 44.510780896998284, -106.8908166072599 44.51077466551101, -106.89075823435782 44.50719988939302, -106.88573576421938 44.507182510265174))"
120,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,317.89,surface,52,83,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.86054319605523 44.50328117422544, -106.86065818528243 44.50690566777312, -106.86564812913835 44.50697049238401, -106.87063807097279 44.50703512278918, -106.8756756834495 44.507100140242144, -106.88071329428351 44.50716493601525, -106.88063286167802 44.503540856809764, -106.88055240349028 44.49991677532866, -106.8755213491556 44.499851758271866, -106.87049029495705 44.49978671271824, -106.86545924028523 44.49972169537506, -106.86042818542148 44.49965667743759, -106.86054319605523 44.50328117422544))"
121,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,158.58,surface,52,83,7,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89061252892216 44.48916281753765, -106.89062184744589 44.49274745480271, -106.89063130592838 44.496376702036564, -106.89064073528607 44.500005948884144, -106.89569167931081 44.50002010380338, -106.89566744319036 44.49640644042226, -106.89564323478191 44.49279255376207, -106.89564744498462 44.489200889389366, -106.89565162652431 44.48560914112651, -106.89060321042552 44.48557815506509, -106.89061252892216 44.48916281753765))"
122,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.99,39.57,surface,52,83,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89560202917745 44.482004866977704, -106.89565162652431 44.48560914112651, -106.90068995936689 44.4856400177704, -106.90065836191724 44.48206507556939, -106.89560202917745 44.482004866977704))"
123,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.13,39.71,surface,52,83,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89555243085711 44.47840039737545, -106.89560202917745 44.482004866977704, -106.90065836191724 44.48206507556939, -106.90062676591624 44.47849010461826, -106.89555243085711 44.47840039737545))"
124,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.27,39.64,surface,52,83,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.8955033893088 44.47483442809909, -106.89555243085711 44.47840039737545, -106.90062676591624 44.47849010461826, -106.90059516980142 44.47491513552945, -106.8955033893088 44.47483442809909))"
125,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,318.15,surface,52,83,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.88037644262883 44.47449966460564, -106.88042573581671 44.47813168849593, -106.88047502830167 44.48176374007025, -106.88052434957868 44.48539576365757, -106.88556379247557 44.48548694481719, -106.89060321042552 44.48557815506509, -106.89055327874705 44.48194454641926, -106.8905033479733 44.47831093933692, -106.89045447242543 44.4747541652148, -106.89040559754783 44.47119739123207, -106.88536637251887 44.471032516165955, -106.88032714930381 44.47086761350551, -106.88037644262883 44.47449966460564))"
126,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,636.86,surface,52,83,17,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.86030463734492 44.47423591612062, -106.86035479273961 44.47786746514812, -106.86040494752274 44.481499041860936, -106.8604551296536 44.48513061849053, -106.86547243392722 44.48519691118276, -106.87048973973221 44.48526317740872, -106.87550704401326 44.48532947026356, -106.88052434957868 44.48539576365757, -106.88047502830167 44.48176374007025, -106.88042573581671 44.47813168849593, -106.88037644262883 44.47449966460564, -106.88032714930381 44.47086761350551, -106.87530898286035 44.47080179516749, -106.87029081637519 44.470735976336265, -106.8652726498116 44.470670158811366, -106.86025445552413 44.47060433974087, -106.86030463734492 44.47423591612062))"
127,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,638.38,surface,46,62,26,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-104.27249780625021 43.93088026881598, -104.26749741453489 43.930843007677794, -104.26249702392164 43.9308057195925, -104.25749666044302 43.93076843051769, -104.2574856577457 43.934385337355494, -104.25747468357797 43.93800221650385, -104.25746368156773 43.94161909611125, -104.25745267920287 43.945235975128085, -104.26245818026476 43.9452747931806, -104.26746368252667 43.94531361002486, -104.27246918337198 43.94535242829119, -104.27747468521628 43.945391273277224, -104.27748057761646 43.94177283784313, -104.27748644158582 43.938154401918666, -104.27749230557794 43.934535993340376, -104.27749816997029 43.93091755806779, -104.27249780625021 43.93088026881598))"
128,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,322.31,surface,54,83,13,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.8058622294846 44.64630961146422, -106.80083182926708 44.64643287473254, -106.79580140239418 44.646556111002916, -106.7907710024392 44.646679373702, -106.79069654554354 44.650333194799195, -106.79062209081442 44.653987015833614, -106.79566573986618 44.65388347577574, -106.80070939047675 44.653779712445576, -106.80575301357597 44.65367572837075, -106.81079663689725 44.653571521016026, -106.81084464599428 44.64987894884341, -106.81089262890295 44.6461863762572, -106.8058622294846 44.64630961146422))"
129,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,318.76,surface,52,83,7,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.88053136262123 44.48902600902278, -106.8805383761304 44.49265628298868, -106.88054538943312 44.49628652882527, -106.88055240349028 44.49991677532866, -106.88559656878469 44.49996134809899, -106.89064073528607 44.500005948884144, -106.89063130592838 44.496376702036564, -106.89062184744589 44.49274745480271, -106.89061252892216 44.48916281753765, -106.89060321042552 44.48557815506509, -106.88556379247557 44.48548694481719, -106.88052434957868 44.48539576365757, -106.88053136262123 44.48902600902278))"
130,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,158.37,surface,52,83,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89045447242543 44.4747541652148, -106.8905033479733 44.47831093933692, -106.89055327874705 44.48194454641926, -106.89060321042552 44.48557815506509, -106.89565162652431 44.48560914112651, -106.89560202917745 44.482004866977704, -106.89555243085711 44.47840039737545, -106.8955033893088 44.47483442809909, -106.8954543196826 44.471267820535985, -106.89040559754783 44.47119739123207, -106.89045447242543 44.4747541652148))"
131,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,80.07,surface,52,83,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.89040722273408 44.467547004830216, -106.89040559754783 44.47119739123207, -106.8954543196826 44.471267820535985, -106.89545397361631 44.46765762744197, -106.89545362735934 44.46404682398907, -106.89040882027112 44.4638965901737, -106.89040722273408 44.467547004830216))"
132,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.71,39.22,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21251111427308 44.63689102814958, -109.21248408439666 44.638692455225154, -109.21747782941952 44.638723874266546, -109.21750460942272 44.63691794624124, -109.2175168329507 44.63511254903417, -109.21501701539947 44.63510599150913, -109.21252069927272 44.63509221332984, -109.21251111427308 44.63689102814958))"
133,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.83,39.81,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21750460942272 44.63691794624124, -109.21747782941952 44.638723874266546, -109.22002139933309 44.63874226363149, -109.22253530108884 44.63873468096859, -109.22255949672598 44.63693336525597, -109.222573998398 44.63512338292564, -109.22004931972432 44.63512685450693, -109.2175168329507 44.63511254903417, -109.21750460942272 44.63691794624124))"
134,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.9,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.23279080657974 44.636923005948745, -109.23277722052424 44.6387059326769, -109.23789858381083 44.63869568390048, -109.23790675139219 44.63692195136556, -109.23791711421892 44.635121134864505, -109.23535990562614 44.63512166250256, -109.23280269744492 44.63512210663586, -109.23279080657974 44.636923005948745))"
135,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,38.73,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.24787496396083 44.636915511250734, -109.24788371264935 44.63872013228696, -109.25283339166742 44.6387381109004, -109.25281517078098 44.636911351154865, -109.25280330996604 44.63513386785986, -109.25033747526525 44.63513130763615, -109.24787163192877 44.6351286949555, -109.24787496396083 44.636915511250734))"
136,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.2,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.2378814968657 44.642265676411625, -109.24040539854231 44.64225284443881, -109.24293160570075 44.642271372127276, -109.24293372016378 44.638697435281166, -109.2404022348728 44.63868810129546, -109.23789858381083 44.63869568390048, -109.2378814968657 44.642265676411625))"
137,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.02,40.23,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.22765638537423 44.638720432223096, -109.22253530108884 44.63873468096859, -109.22248707479562 44.64234183971038, -109.22761879934804 44.64231817407872, -109.22765638537423 44.638720432223096))"
138,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.78,40.0,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21248408439666 44.638692455225154, -109.21245788802034 44.64047468796077, -109.2124292194643 44.64239880785339, -109.21742377052843 44.64237064285996, -109.21747782941952 44.638723874266546, -109.21248408439666 44.638692455225154))"
139,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,38.86,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.24292979820817 44.64592969879635, -109.24292762828853 44.64949869090426, -109.24545186309645 44.64950838730913, -109.24793473422704 44.649517887918925, -109.24791804191182 44.64594703348144, -109.24292979820817 44.64592969879635))"
140,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.55,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.24293160570075 44.642271372127276, -109.24292979820817 44.64592969879635, -109.24791804191182 44.64594703348144, -109.24790051730676 44.642311347574065, -109.24293160570075 44.642271372127276))"
141,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.99,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.23272251936714 44.64589352922394, -109.2326948211536 44.649458744356316, -109.23520661075007 44.64946863403187, -109.23784765687188 44.64947896813092, -109.23786460409755 44.6459118634481, -109.23272251936714 44.64589352922394))"
142,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.27,39.96,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.22758129665799 44.64587497296191, -109.22754393118659 44.64943829881436, -109.2326948211536 44.649458744356316, -109.23272251936714 44.64589352922394, -109.22758129665799 44.64587497296191))"
143,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.97,38.52,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21737240575425 44.645837414625205, -109.21991139186756 44.645846831836245, -109.22244009911576 44.64585616651676, -109.22248707479562 44.64234183971038, -109.2199654511548 44.64235620022523, -109.21742377052843 44.64237064285996, -109.21737240575425 44.645837414625205))"
144,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,38.12,36.95,surface,54,103,58,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.2124292194643 44.64239880785339, -109.20743444775216 44.64242674864473, -109.20738405599495 44.6457997986754, -109.21237843943015 44.645818718137946, -109.2124292194643 44.64239880785339))"
145,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,321.6,323.02,surface,46,102,82,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.07269318763217 43.98939193315366, -109.07759986726249 43.98937937252071, -109.07754793652785 43.98431403054158, -109.07752561689854 43.98213892723811, -109.07270769377041 43.98214231988939, -109.067698148865 43.98215254741558, -109.06735857705826 43.98215324237681, -109.06269027105695 43.982165802239216, -109.05768397805701 43.98217925068657, -109.05725723598353 43.982180390101625, -109.05725766522106 43.98436841095022, -109.05725796780472 43.98580023941901, -109.05725878347188 43.989420284030246, -109.05767977663476 43.989418866555134, -109.06241241734838 43.9893386114787, -109.06268426609154 43.989402222058324, -109.067397545652 43.98938654962351, -109.0676887270595 43.98938682785171, -109.07260790521869 43.9893137111662, -109.07269318763217 43.98939193315366))"
146,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.07,40.03,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.2276751661867 44.636928282671306, -109.22765638537423 44.638720432223096, -109.23277722052424 44.6387059326769, -109.23279080657974 44.636923005948745, -109.23280269744492 44.63512210663586, -109.23024548751246 44.63512252311278, -109.22768824979445 44.63512288350729, -109.2276751661867 44.636928282671306))"
147,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,38.92,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.24788371264935 44.63872013228696, -109.24790051730676 44.642311347574065, -109.25286941840014 44.64235113141912, -109.25285147339592 44.6405468714548, -109.25283339166742 44.6387381109004, -109.24788371264935 44.63872013228696))"
148,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,38.71,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.24293372016378 44.638697435281166, -109.24293160570075 44.642271372127276, -109.24790051730676 44.642311347574065, -109.24788371264935 44.63872013228696, -109.24293372016378 44.638697435281166))"
149,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.43,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.23784765687188 44.64947896813092, -109.24041211634373 44.649488940956, -109.24292762828853 44.64949869090426, -109.24292979820817 44.64592969879635, -109.24040881346652 44.64592083688634, -109.23786460409755 44.6459118634481, -109.23784765687188 44.64947896813092))"
150,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.91,38.72,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21237843943015 44.645818718137946, -109.21232524115905 44.649376515627125, -109.21731968032844 44.64939701855138, -109.21737240575425 44.645837414625205, -109.21237843943015 44.645818718137946))"
151,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.84,37.46,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21742377052843 44.64237064285996, -109.2124292194643 44.64239880785339, -109.21237843943015 44.645818718137946, -109.21737240575425 44.645837414625205, -109.21742377052843 44.64237064285996))"
152,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,37.8,38.7,surface,54,103,58,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.20738405599495 44.6457997986754, -109.2073309678357 44.64935579114719, -109.21232524115905 44.649376515627125, -109.21237843943015 44.645818718137946, -109.20738405599495 44.6457997986754))"
153,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.45,38.68,surface,54,103,58,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.20238967166635 44.64578065736372, -109.20236292051267 44.64756858419997, -109.20233650171144 44.64933487102818, -109.2073309678357 44.64935579114719, -109.20738405599495 44.6457997986754, -109.20238967166635 44.64578065736372))"
154,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,630.68,647.8,surface,46,101,60,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.03265237560852 43.946124198469946, -109.02777365108156 43.946261336787344, -109.02276333497511 43.946402169772995, -109.01775313189447 43.94654300207341, -109.01662469095356 43.94657472426218, -109.01662560654155 43.94815838762108, -109.01663025455292 43.95025238274664, -109.0166362521059 43.9517844077478, -109.01664462215797 43.95392987509442, -109.01664981479733 43.955405482844405, -109.0166575745652 43.95760728328585, -109.01666635002638 43.95902794769599, -109.01668025072493 43.96128458177866, -109.01780360890152 43.96128299820959, -109.02169206945626 43.961277523944744, -109.02281523219021 43.96121874719088, -109.02782585346455 43.96095655082084, -109.0326666037948 43.96070324505013, -109.0366620653021 43.960486133349626, -109.03665992923017 43.959037720066334, -109.03665677945764 43.95686580859561, -109.03665458713598 43.95541786912086, -109.03664907960233 43.95179873924424, -109.03664359807607 43.94817602677396, -109.03664719936833 43.9460039214718, -109.03265237560852 43.946124198469946))"
155,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,21.25,21.22,surface,49,103,24,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.19219238628021 44.206741168022376, -109.19218825203151 44.20866340590539, -109.19721863891951 44.20866519653267, -109.19722310742422 44.206743931927264, -109.19219238628021 44.206741168022376))"
156,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,39.14,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.23790675139219 44.63692195136556, -109.23789858381083 44.63869568390048, -109.2404022348728 44.63868810129546, -109.24293372016378 44.638697435281166, -109.24293494402613 44.636919453002506, -109.24294016829795 44.63512333103922, -109.24041248699191 44.63511835802317, -109.23791711421892 44.635121134864505, -109.23790675139219 44.63692195136556))"
157,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.9,39.91,surface,54,103,49,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.21742377052843 44.64237064285996, -109.2199654511548 44.64235620022523, -109.22248707479562 44.64234183971038, -109.22253530108884 44.63873468096859, -109.22002139933309 44.63874226363149, -109.21747782941952 44.638723874266546, -109.21742377052843 44.64237064285996))"
158,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,38.79,surface,54,103,46,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-109.25290566788603 44.64596415152567, -109.24791804191182 44.64594703348144, -109.24793473422704 44.649517887918925, -109.25052605618136 44.64952774900042, -109.2529368047501 44.649504339495266, -109.25292363778223 44.647768411729295, -109.25290566788603 44.64596415152567))"
