,state,university,rights_type,acres,gis_acres,managing_agency,county,section,block,data_source,geometry
352,TX,Texas A&M,surface+subsurface,701.5,701.51,General Land Office,Hudspeth,26,N,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-105.17880383537901 31.57748345766522, -105.17892019864934 31.59292359376316, -105.19639125592906 31.592826739081303, -105.19627212944093 31.577386110149188, -105.17880383537901 31.57748345766522))"
353,TX,Texas A&M,surface+subsurface,666.6,666.57,General Land Office,Hudspeth,25,N,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-105.16226086804348 31.577572687505658, -105.16226416845385 31.59301393822115, -105.17892019864934 31.59292359376316, -105.17880383537901 31.57748345766522, -105.16226086804348 31.577572687505658))"
354,TX,Texas A&M,surface+subsurface,718.0,717.95,General Land Office,Hudspeth,62,M,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-105.55163019942582 31.57729246967284, -105.56950765454009 31.57772848327267, -105.56956881364127 31.562288325894897, -105.55169399328572 31.561853409670157, -105.55163019942582 31.57729246967284))"
355,TX,Texas A&M,surface+subsurface,717.9,717.91,General Land Office,Hudspeth,63,M,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-105.53375238318881 31.576854044839546, -105.55163019942582 31.57729246967284, -105.55169399328572 31.561853409670157, -105.53381906692898 31.561416323702375, -105.53375238318881 31.576854044839546))"
356,TX,Texas A&M,surface+subsurface,624.4,624.36,General Land Office,Andrews,24,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.82120043430544 32.23485920165204, -102.82588449992849 32.248850874026886, -102.84186449127883 32.245015349765076, -102.83720960563114 32.2310175713136, -102.82120043430544 32.23485920165204))"
357,TX,Texas A&M,surface+subsurface,629.2,629.15,General Land Office,Andrews,03,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.47972684662444 32.24055356614431, -102.48419840049569 32.25447287054755, -102.50051068136455 32.25061271566228, -102.49608517603309 32.23678141632943, -102.47972684662444 32.24055356614431))"
358,TX,Texas A&M,surface+subsurface,657.6,657.66,General Land Office,Andrews,05,02,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.40906198421855 32.2414289480408, -102.41363957253098 32.255779244089766, -102.43018086181355 32.2519720838918, -102.42561031719129 32.23763677952728, -102.40906198421855 32.2414289480408))"
359,TX,Texas A&M,surface+subsurface,645.3,645.16,General Land Office,Andrews,17,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.89152620604776 32.23308168299336, -102.89618008827726 32.24705849709688, -102.91272967080654 32.24307227989347, -102.90807476539594 32.229099448377006, -102.89152620604776 32.23308168299336))"
360,TX,Texas A&M,surface+subsurface,646.2,646.31,General Land Office,Andrews,23,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.83720960563114 32.2310175713136, -102.84186449127883 32.245015349765076, -102.85842106539594 32.24103713481699, -102.85376617615502 32.22704134614221, -102.83720960563114 32.2310175713136))"
361,TX,Texas A&M,surface+subsurface,630.3,630.35,General Land Office,Andrews,04,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.49608517603309 32.23678141632943, -102.50051068136455 32.25061271566228, -102.5169672693973 32.246717803395086, -102.5125727002476 32.232974417155724, -102.49608517603309 32.23678141632943))"
362,TX,Texas A&M,surface+subsurface,657.7,657.54,General Land Office,Andrews,04,02,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.42561031719129 32.23763677952728, -102.43018086181355 32.2519720838918, -102.44674812588255 32.24815677153495, -102.4421586690286 32.23384161158469, -102.42561031719129 32.23763677952728))"
363,TX,Texas A&M,surface+subsurface,642.0,641.8,General Land Office,Andrews,18,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.90807476539594 32.229099448377006, -102.91272967080654 32.24307227989347, -102.92919422599753 32.239110035630745, -102.92453933226503 32.22513719814246, -102.90807476539594 32.229099448377006))"
364,TX,Texas A&M,surface+subsurface,646.2,646.02,General Land Office,Andrews,22,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.85376617615502 32.22704134614221, -102.85842106539594 32.24103713481699, -102.87496962833737 32.23705891128511, -102.87031473729981 32.22306311931778, -102.85376617615502 32.22704134614221))"
365,TX,Texas A&M,surface+subsurface,628.1,628.16,General Land Office,Andrews,05,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.5125727002476 32.232974417155724, -102.5169672693973 32.246717803395086, -102.53347537221832 32.24280737707806, -102.52910334179911 32.229154289947154, -102.5125727002476 32.232974417155724))"
366,TX,Texas A&M,surface+subsurface,656.3,656.44,General Land Office,Andrews,12,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.4421586690286 32.23384161158469, -102.44674812588255 32.24815677153495, -102.46327716214466 32.244347532097336, -102.45868400243509 32.23002245170603, -102.4421586690286 32.23384161158469))"
367,TX,Texas A&M,surface+subsurface,646.2,646.25,General Land Office,Andrews,21,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.87031473729981 32.22306311931778, -102.87496962833737 32.23705891128511, -102.89152620604776 32.23308168299336, -102.88686330203787 32.21908487190262, -102.87031473729981 32.22306311931778))"
368,TX,Texas A&M,surface+subsurface,653.6,653.63,General Land Office,Andrews,11,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.45868400243509 32.23002245170603, -102.46327716214466 32.244347532097336, -102.47972684662444 32.24055356614431, -102.47512633420429 32.226223293001645, -102.45868400243509 32.23002245170603))"
369,TX,Texas A&M,surface+subsurface,627.4,627.33,General Land Office,Andrews,06,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.52910334179911 32.229154289947154, -102.53347537221832 32.24280737707806, -102.55007246035478 32.23887495724657, -102.54571586299213 32.225314553858624, -102.52910334179911 32.229154289947154))"
370,TX,Texas A&M,surface+subsurface,657.3,657.32,General Land Office,Andrews,07,02,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.40450647829246 32.22713563876552, -102.38791214439067 32.230919806981845, -102.39247464639621 32.24522513470864, -102.40906198421855 32.2414289480408, -102.40450647829246 32.22713563876552))"
371,TX,Texas A&M,surface+subsurface,625.7,625.6,General Land Office,Andrews,25,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.81651716279309 32.220872065191735, -102.82120043430544 32.23485920165204, -102.83720960563114 32.2310175713136, -102.83256271948106 32.217019801663085, -102.81651716279309 32.220872065191735))"
372,TX,Texas A&M,surface+subsurface,646.2,646.22,General Land Office,Andrews,20,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.88686330203787 32.21908487190262, -102.89152620604776 32.23308168299336, -102.90807476539594 32.229099448377006, -102.90341187396244 32.215103623121976, -102.88686330203787 32.21908487190262))"
373,TX,Texas A&M,surface+subsurface,651.1,650.94,General Land Office,Andrews,10,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.47512633420429 32.226223293001645, -102.47972684662444 32.24055356614431, -102.49608517603309 32.23678141632943, -102.49149832429347 32.222432921749586, -102.47512633420429 32.226223293001645))"
374,TX,Texas A&M,surface+subsurface,617.9,617.92,General Land Office,Andrews,01,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54571586299213 32.225314553858624, -102.55007246035478 32.23887495724657, -102.56652203793503 32.234976030331254, -102.562188421274 32.22150360808514, -102.54571586299213 32.225314553858624))"
375,TX,Texas A&M,surface+subsurface,656.4,656.53,General Land Office,Andrews,08,02,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.40450647829246 32.22713563876552, -102.40906198421855 32.2414289480408, -102.42561031719129 32.23763677952728, -102.42103181888547 32.22329447455814, -102.40450647829246 32.22713563876552))"
376,TX,Texas A&M,surface+subsurface,646.2,646.2,General Land Office,Andrews,26,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.83256271948106 32.217019801663085, -102.83720960563114 32.2310175713136, -102.85376617615502 32.22704134614221, -102.84911128421912 32.21304556426766, -102.83256271948106 32.217019801663085))"
377,TX,Texas A&M,surface+subsurface,656.0,656.26,General Land Office,Andrews,09,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.49149832429347 32.222432921749586, -102.49608517603309 32.23678141632943, -102.5125727002476 32.232974417155724, -102.50797898807413 32.218617707129575, -102.49149832429347 32.222432921749586))"
378,TX,Texas A&M,surface+subsurface,642.9,642.89,General Land Office,Andrews,19,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.90341187396244 32.215103623121976, -102.90807476539594 32.229099448377006, -102.92453933226503 32.22513719814246, -102.91986944654874 32.21114036914248, -102.90341187396244 32.215103623121976))"
379,TX,Texas A&M,surface+subsurface,613.9,614.01,General Land Office,Andrews,02,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.562188421274 32.22150360808514, -102.56652203793503 32.234976030331254, -102.58297158587091 32.23107408728047, -102.5786609588946 32.21768946254587, -102.562188421274 32.22150360808514))"
380,TX,Texas A&M,surface+subsurface,658.9,658.76,General Land Office,Andrews,09,02,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.42103181888547 32.22329447455814, -102.42561031719129 32.23763677952728, -102.4421586690286 32.23384161158469, -102.4375501481277 32.21945231128738, -102.42103181888547 32.22329447455814))"
381,TX,Texas A&M,surface+subsurface,646.2,646.11,General Land Office,Andrews,27,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.84911128421912 32.21304556426766, -102.85376617615502 32.22704134614221, -102.87031473729981 32.22306311931778, -102.86565985255045 32.20906732089475, -102.84911128421912 32.21304556426766))"
382,TX,Texas A&M,surface+subsurface,658.4,658.43,General Land Office,Andrews,08,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.50797898807413 32.218617707129575, -102.5125727002476 32.232974417155724, -102.52910334179911 32.229154289947154, -102.524500869255 32.214789366385226, -102.50797898807413 32.218617707129575))"
383,TX,Texas A&M,surface+subsurface,609.8,609.87,General Land Office,Andrews,03,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.5786609588946 32.21768946254587, -102.58297158587091 32.23107408728047, -102.5994141476088 32.227168155798886, -102.5951325011819 32.21387451173011, -102.5786609588946 32.21768946254587))"
384,TX,Texas A&M,surface+subsurface,659.0,659.1,General Land Office,Andrews,13,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.4375501481277 32.21945231128738, -102.4421586690286 32.23384161158469, -102.45868400243509 32.23002245170603, -102.45407548333081 32.21565315007832, -102.4375501481277 32.21945231128738))"
385,TX,Texas A&M,surface+subsurface,646.2,646.04,General Land Office,Andrews,28,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.86565985255045 32.20906732089475, -102.87031473729981 32.22306311931778, -102.88686330203787 32.21908487190262, -102.88220042048583 32.205089071489546, -102.86565985255045 32.20906732089475))"
386,TX,Texas A&M,surface+subsurface,662.0,662.04,General Land Office,Andrews,07,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.524500869255 32.214789366385226, -102.52910334179911 32.229154289947154, -102.54571586299213 32.225314553858624, -102.54109954381624 32.21094319769796, -102.54109119846726 32.210945106200555, -102.52976486386927 32.21357035312957, -102.524500869255 32.214789366385226))"
387,TX,Texas A&M,surface+subsurface,605.8,605.72,General Land Office,Andrews,04,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.5951325011819 32.21387451173011, -102.5994141476088 32.227168155798886, -102.61585568436897 32.223261210624244, -102.61160072239755 32.21005729624376, -102.5951325011819 32.21387451173011))"
388,TX,Texas A&M,surface+subsurface,655.4,655.46,General Land Office,Andrews,14,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.45407548333081 32.21565315007832, -102.45868400243509 32.23002245170603, -102.47512633420429 32.226223293001645, -102.47051414548207 32.2118536195939, -102.45407548333081 32.21565315007832))"
389,TX,Texas A&M,surface+subsurface,628.0,628.19,General Land Office,Andrews,36,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.82789982625096 32.20299903947209, -102.81182426493416 32.206856311554866, -102.81651716279309 32.220872065191735, -102.83256271948106 32.217019801663085, -102.82789982625096 32.20299903947209))"
390,TX,Texas A&M,surface+subsurface,646.2,646.3,General Land Office,Andrews,29,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.88220042048583 32.205089071489546, -102.88686330203787 32.21908487190262, -102.90341187396244 32.215103623121976, -102.89874998055723 32.20110781505695, -102.88220042048583 32.205089071489546))"
391,TX,Texas A&M,surface+subsurface,657.0,656.8,General Land Office,Andrews,12,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54109954381624 32.21094319769796, -102.54571586299213 32.225314553858624, -102.562188421274 32.22150360808514, -102.55756376752889 32.207134240672325, -102.54109954381624 32.21094319769796))"
392,TX,Texas A&M,surface+subsurface,653.1,652.91,General Land Office,Andrews,15,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.47051414548207 32.2118536195939, -102.47512633420429 32.226223293001645, -102.49149832429347 32.222432921749586, -102.48690515739739 32.20807125336384, -102.47051414548207 32.2118536195939))"
393,TX,Texas A&M,surface+subsurface,601.7,601.78,General Land Office,Andrews,05,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.61160072239755 32.21005729624376, -102.61585568436897 32.223261210624244, -102.63229722023081 32.21935525802278, -102.62807054710603 32.206236795022754, -102.61160072239755 32.21005729624376))"
394,TX,Texas A&M,surface+subsurface,647.2,647.34,General Land Office,Andrews,35,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.82789982625096 32.20299903947209, -102.83256271948106 32.217019801663085, -102.84911128421912 32.21304556426766, -102.84444838559912 32.19902278690276, -102.82789982625096 32.20299903947209))"
395,TX,Texas A&M,surface+subsurface,657.0,656.94,General Land Office,Andrews,11,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.55756376752889 32.207134240672325, -102.562188421274 32.22150360808514, -102.5786609588946 32.21768946254587, -102.57403630155626 32.2033232922477, -102.55756376752889 32.207134240672325))"
396,TX,Texas A&M,surface+subsurface,642.9,642.79,General Land Office,Andrews,30,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.89874998055723 32.20110781505695, -102.90341187396244 32.215103623121976, -102.91986944654874 32.21114036914248, -102.91520655062368 32.19714454035114, -102.89874998055723 32.20110781505695))"
397,TX,Texas A&M,surface+subsurface,656.3,656.36,General Land Office,Andrews,16,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.48690515739739 32.20807125336384, -102.49149832429347 32.222432921749586, -102.50797898807413 32.218617707129575, -102.50338552653065 32.2042681399111, -102.48690515739739 32.20807125336384))"
398,TX,Texas A&M,surface+subsurface,597.7,597.77,General Land Office,Andrews,06,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.62807054710603 32.206236795022754, -102.63229722023081 32.21935525802278, -102.64873973435799 32.215441309408156, -102.64453505738126 32.20241482514978, -102.62807054710603 32.206236795022754))"
399,TX,Texas A&M,surface+subsurface,647.2,647.34,General Land Office,Andrews,34,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.84444838559912 32.19902278690276, -102.84911128421912 32.21304556426766, -102.86565985255045 32.20906732089475, -102.8609969575237 32.19504853014069, -102.84444838559912 32.19902278690276))"
400,TX,Texas A&M,surface+subsurface,657.0,656.91,General Land Office,Andrews,10,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.57403630155626 32.2033232922477, -102.5786609588946 32.21768946254587, -102.5951325011819 32.21387451173011, -102.59050082440791 32.199504324195544, -102.57403630155626 32.2033232922477))"
401,TX,Texas A&M,surface+subsurface,657.7,657.59,General Land Office,Andrews,17,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.50338552653065 32.2042681399111, -102.50797898807413 32.218617707129575, -102.524500869255 32.214789366385226, -102.51991106565134 32.20045279256219, -102.50338552653065 32.2042681399111))"
402,TX,Texas A&M,surface+subsurface,611.8,611.83,General Land Office,Andrews,01,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.64453505738126 32.20241482514978, -102.64873973435799 32.215441309408156, -102.66562324942447 32.211424342790146, -102.66141956239117 32.19839786092506, -102.64453505738126 32.20241482514978))"
403,TX,Texas A&M,surface+subsurface,647.2,647.03,General Land Office,Andrews,33,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.8609969575237 32.19504853014069, -102.86565985255045 32.20906732089475, -102.88220042048583 32.205089071489546, -102.8775385243857 32.19107026904296, -102.8609969575237 32.19504853014069))"
404,TX,Texas A&M,surface+subsurface,657.0,657.03,General Land Office,Andrews,09,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.59050082440791 32.199504324195544, -102.5951325011819 32.21387451173011, -102.61160072239755 32.21005729624376, -102.60697332789255 32.19569036433536, -102.59050082440791 32.199504324195544))"
405,TX,Texas A&M,surface+subsurface,659.7,659.78,General Land Office,Andrews,18,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.51991106565134 32.20045279256219, -102.524500869255 32.214789366385226, -102.52976486386927 32.21357035312957, -102.54109119846726 32.210945106200555, -102.54109954381624 32.21094319769796, -102.53649461437983 32.19662183766541, -102.51991106565134 32.20045279256219))"
406,TX,Texas A&M,surface+subsurface,611.8,611.61,General Land Office,Andrews,02,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.66141956239117 32.19839786092506, -102.66562324942447 32.211424342790146, -102.68250076643979 32.20740038076115, -102.67829604634392 32.194376893291434, -102.66141956239117 32.19839786092506))"
407,TX,Texas A&M,surface+subsurface,647.2,647.28,General Land Office,Andrews,32,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.8775385243857 32.19107026904296, -102.88220042048583 32.205089071489546, -102.89874998055723 32.20110781505695, -102.89407908603287 32.18708899753363, -102.8775385243857 32.19107026904296))"
408,TX,Texas A&M,surface+subsurface,657.0,656.89,General Land Office,Andrews,08,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.60697332789255 32.19569036433536, -102.61160072239755 32.21005729624376, -102.62807054710603 32.206236795022754, -102.62343782199811 32.191871393678795, -102.60697332789255 32.19569036433536))"
409,TX,Texas A&M,surface+subsurface,654.7,654.53,General Land Office,Andrews,13,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.53649461437983 32.19662183766541, -102.54109954381624 32.21094319769796, -102.55756376752889 32.207134240672325, -102.55296313563281 32.192813875904655, -102.53649461437983 32.19662183766541))"
410,TX,Texas A&M,surface+subsurface,645.7,645.64,General Land Office,Andrews,22,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.46596232264862 32.19766769765526, -102.47051414548207 32.2118536195939, -102.48690515739739 32.20807125336384, -102.48237365265904 32.1938795501671, -102.46596232264862 32.19766769765526))"
411,TX,Texas A&M,surface+subsurface,611.8,611.72,General Land Office,Andrews,03,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.67829604634392 32.194376893291434, -102.68250076643979 32.20740038076115, -102.69938426443827 32.203375407613635, -102.69517253927981 32.19035291081132, -102.67829604634392 32.194376893291434))"
412,TX,Texas A&M,surface+subsurface,643.8,643.84,General Land Office,Andrews,31,12,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.89407908603287 32.18708899753363, -102.89874998055723 32.20110781505695, -102.91520655062368 32.19714454035114, -102.91053665682256 32.183129718885574, -102.89407908603287 32.18708899753363))"
413,TX,Texas A&M,surface+subsurface,657.0,656.86,General Land Office,Andrews,07,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.62343782199811 32.191871393678795, -102.62807054710603 32.206236795022754, -102.64453505738126 32.20241482514978, -102.63990331053868 32.18804941868029, -102.62343782199811 32.191871393678795))"
414,TX,Texas A&M,surface+subsurface,654.7,654.74,General Land Office,Andrews,14,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.55296313563281 32.192813875904655, -102.55756376752889 32.207134240672325, -102.57403630155626 32.2033232922477, -102.569427648603 32.188999917683184, -102.55296313563281 32.192813875904655))"
415,TX,Texas A&M,surface+subsurface,648.8,648.71,General Land Office,Andrews,21,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.48237365265904 32.1938795501671, -102.48690515739739 32.20807125336384, -102.50338552653065 32.2042681399111, -102.49884498474053 32.190075408615314, -102.48237365265904 32.1938795501671))"
416,TX,Texas A&M,surface+subsurface,611.8,611.77,General Land Office,Andrews,04,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.69517253927981 32.19035291081132, -102.69938426443827 32.203375407613635, -102.71626174911424 32.199351435375924, -102.712049001673 32.18632493162163, -102.69517253927981 32.19035291081132))"
417,TX,Texas A&M,surface+subsurface,674.6,674.68,General Land Office,Andrews,12,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.63990331053868 32.18804941868029, -102.64453505738126 32.20241482514978, -102.66141956239117 32.19839786092506, -102.65677979898301 32.18403244679507, -102.63990331053868 32.18804941868029))"
418,TX,Texas A&M,surface+subsurface,654.7,654.58,General Land Office,Andrews,15,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.569427648603 32.188999917683184, -102.57403630155626 32.2033232922477, -102.59050082440791 32.199504324195544, -102.58589215079338 32.185188941850214, -102.569427648603 32.188999917683184))"
419,TX,Texas A&M,surface+subsurface,650.7,650.74,General Land Office,Andrews,20,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.49884498474053 32.190075408615314, -102.50338552653065 32.2042681399111, -102.51991106565134 32.20045279256219, -102.5153714967367 32.186261442839665, -102.49884498474053 32.190075408615314))"
420,TX,Texas A&M,surface+subsurface,611.8,611.81,General Land Office,Andrews,05,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.712049001673 32.18632493162163, -102.71626174911424 32.199351435375924, -102.73313822677876 32.19532346294403, -102.72892546316785 32.18229994995174, -102.712049001673 32.18632493162163))"
421,TX,Texas A&M,surface+subsurface,674.6,674.65,General Land Office,Andrews,11,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.65677979898301 32.18403244679507, -102.66141956239117 32.19839786092506, -102.67829604634392 32.194376893291434, -102.67365627125764 32.18001145882994, -102.65677979898301 32.18403244679507))"
422,TX,Texas A&M,surface+subsurface,654.7,654.75,General Land Office,Andrews,16,09,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.58589215079338 32.185188941850214, -102.59050082440791 32.199504324195544, -102.60697332789255 32.19569036433536, -102.60235664040738 32.18136997002334, -102.58589215079338 32.185188941850214))"
423,TX,Texas A&M,surface+subsurface,652.8,652.73,General Land Office,Andrews,19,01,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.5153714967367 32.186261442839665, -102.51991106565134 32.20045279256219, -102.53649461437983 32.19662183766541, -102.53193900694409 32.18243347685592, -102.5153714967367 32.186261442839665))"
424,TX,Texas A&M,surface+subsurface,611.9,611.73,General Land Office,Andrews,06,10,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.72892546316785 32.18229994995174, -102.73313822677876 32.19532346294403, -102.75001469366352 32.1912904787286, -102.74579490882034 32.17826794584934, -102.72892546316785 32.18229994995174))"
