,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,meridian,township,range,section,data_source,geometry
169,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,78.28,subsurface,Washington,SL,38S,10W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.0234088133488 37.49250359769038, -113.02794540878219 37.49250175236995, -113.03248199594432 37.49249973271296, -113.03243134478598 37.48894547226249, -113.02789488738787 37.48894433086568, -113.0233584221011 37.48894301513683, -113.0234088133488 37.49250359769038))"
170,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,78.28,subsurface,Washington,SL,38S,10W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.0234088133488 37.49250359769038, -113.02794540878219 37.49250175236995, -113.03248199594432 37.49249973271296, -113.03243134478598 37.48894547226249, -113.02789488738787 37.48894433086568, -113.0233584221011 37.48894301513683, -113.0234088133488 37.49250359769038))"
171,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,78.28,subsurface,Washington,SL,38S,10W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.0234088133488 37.49250359769038, -113.02794540878219 37.49250175236995, -113.03248199594432 37.49249973271296, -113.03243134478598 37.48894547226249, -113.02789488738787 37.48894433086568, -113.0233584221011 37.48894301513683, -113.0234088133488 37.49250359769038))"
172,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,210.1,subsurface,Iron,SL,35S,9W,34,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.85188523938544 37.72098472160517, -112.85654570747026 37.72101044126037, -112.86120629122563 37.7210362449435, -112.86586675931842 37.721061956059344, -112.8658358050504 37.71732764374236, -112.865804864043 37.713593419174785, -112.8611497914114 37.71357419422432, -112.85649471347828 37.71355478529466, -112.85652026198554 37.71728261354032, -112.8518562458576 37.71725992012916, -112.85188523938544 37.72098472160517))"
173,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,210.1,subsurface,Iron,SL,35S,9W,34,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.85188523938544 37.72098472160517, -112.85654570747026 37.72101044126037, -112.86120629122563 37.7210362449435, -112.86586675931842 37.721061956059344, -112.8658358050504 37.71732764374236, -112.865804864043 37.713593419174785, -112.8611497914114 37.71357419422432, -112.85649471347828 37.71355478529466, -112.85652026198554 37.71728261354032, -112.8518562458576 37.71725992012916, -112.85188523938544 37.72098472160517))"
174,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,210.1,subsurface,Iron,SL,35S,9W,34,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.85188523938544 37.72098472160517, -112.85654570747026 37.72101044126037, -112.86120629122563 37.7210362449435, -112.86586675931842 37.721061956059344, -112.8658358050504 37.71732764374236, -112.865804864043 37.713593419174785, -112.8611497914114 37.71357419422432, -112.85649471347828 37.71355478529466, -112.85652026198554 37.71728261354032, -112.8518562458576 37.71725992012916, -112.85188523938544 37.72098472160517))"
175,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,82.26,subsurface,Sanpete,SL,20S,1E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77879219911841 39.09165774109692, -111.78349758146257 39.091646130419576, -111.78820296106089 39.09163451005736, -111.78818264943327 39.08795030242304, -111.78348489617123 39.08796024787782, -111.77878725502414 39.08797009338958, -111.77879219911841 39.09165774109692))"
176,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,82.26,subsurface,Sanpete,SL,20S,1E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77879219911841 39.09165774109692, -111.78349758146257 39.091646130419576, -111.78820296106089 39.09163451005736, -111.78818264943327 39.08795030242304, -111.78348489617123 39.08796024787782, -111.77878725502414 39.08797009338958, -111.77879219911841 39.09165774109692))"
177,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,80.0,82.26,subsurface,Sanpete,SL,20S,1E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77879219911841 39.09165774109692, -111.78349758146257 39.091646130419576, -111.78820296106089 39.09163451005736, -111.78818264943327 39.08795030242304, -111.78348489617123 39.08796024787782, -111.77878725502414 39.08797009338958, -111.77879219911841 39.09165774109692))"
178,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.21,subsurface,San Juan,SL,32S,24E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.27318941303035 37.95990662848949, -109.27319156995597 37.963532079399656, -109.27779359695036 37.9635317896304, -109.27779121364928 37.95990633333835, -109.27318941303035 37.95990662848949))"
179,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.21,subsurface,San Juan,SL,32S,24E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.27318941303035 37.95990662848949, -109.27319156995597 37.963532079399656, -109.27779359695036 37.9635317896304, -109.27779121364928 37.95990633333835, -109.27318941303035 37.95990662848949))"
180,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.21,subsurface,San Juan,SL,32S,24E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.27318941303035 37.95990662848949, -109.27319156995597 37.963532079399656, -109.27779359695036 37.9635317896304, -109.27779121364928 37.95990633333835, -109.27318941303035 37.95990662848949))"
181,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.21,subsurface,San Juan,SL,32S,24E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.27318941303035 37.95990662848949, -109.27319156995597 37.963532079399656, -109.27779359695036 37.9635317896304, -109.27779121364928 37.95990633333835, -109.27318941303035 37.95990662848949))"
182,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.6,subsurface,Sanpete,SL,15S,3E,2,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.5553356614207 39.538482170621165, -111.55537363045086 39.54213653301756, -111.56008921929816 39.54206470903182, -111.56003420871542 39.538405745371655, -111.5553356614207 39.538482170621165))"
183,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.6,subsurface,Sanpete,SL,15S,3E,2,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.5553356614207 39.538482170621165, -111.55537363045086 39.54213653301756, -111.56008921929816 39.54206470903182, -111.56003420871542 39.538405745371655, -111.5553356614207 39.538482170621165))"
184,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.6,subsurface,Sanpete,SL,15S,3E,2,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.5553356614207 39.538482170621165, -111.55537363045086 39.54213653301756, -111.56008921929816 39.54206470903182, -111.56003420871542 39.538405745371655, -111.5553356614207 39.538482170621165))"
185,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.6,subsurface,Sanpete,SL,15S,3E,2,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.5553356614207 39.538482170621165, -111.55537363045086 39.54213653301756, -111.56008921929816 39.54206470903182, -111.56003420871542 39.538405745371655, -111.5553356614207 39.538482170621165))"
186,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,41.11,subsurface,Beaver,SL,28S,7W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.6805079317746 38.399613252837725, -112.68520336722987 38.39967261219269, -112.68522934377759 38.39602767236312, -112.68053634739573 38.395949713537185, -112.6805079317746 38.399613252837725))"
187,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,41.11,subsurface,Beaver,SL,28S,7W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.6805079317746 38.399613252837725, -112.68520336722987 38.39967261219269, -112.68522934377759 38.39602767236312, -112.68053634739573 38.395949713537185, -112.6805079317746 38.399613252837725))"
188,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,41.11,subsurface,Beaver,SL,28S,7W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.6805079317746 38.399613252837725, -112.68520336722987 38.39967261219269, -112.68522934377759 38.39602767236312, -112.68053634739573 38.395949713537185, -112.6805079317746 38.399613252837725))"
189,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,41.11,subsurface,Beaver,SL,28S,7W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.6805079317746 38.399613252837725, -112.68520336722987 38.39967261219269, -112.68522934377759 38.39602767236312, -112.68053634739573 38.395949713537185, -112.6805079317746 38.399613252837725))"
190,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.92,subsurface,Utah,SL,11S,1W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.97837794645875 39.878730731651984, -111.97832662122255 39.882385070249995, -111.98309886266054 39.882389853259404, -111.98311626281802 39.878711474737834, -111.97837794645875 39.878730731651984))"
191,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.92,subsurface,Utah,SL,11S,1W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.97837794645875 39.878730731651984, -111.97832662122255 39.882385070249995, -111.98309886266054 39.882389853259404, -111.98311626281802 39.878711474737834, -111.97837794645875 39.878730731651984))"
192,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,40.92,subsurface,Utah,SL,11S,1W,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.97837794645875 39.878730731651984, -111.97832662122255 39.882385070249995, -111.98309886266054 39.882389853259404, -111.98311626281802 39.878711474737834, -111.97837794645875 39.878730731651984))"
193,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.25,subsurface,Uintah,US,2S,1W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.96351424922948 40.3167702396524, -109.96351527930587 40.32034306337573, -109.96352263765735 40.323940536385855, -109.96826199857769 40.32393047462145, -109.97300147715596 40.32392039983795, -109.97297420992906 40.3203219380726, -109.97295603912669 40.316744455947315, -109.96823514371769 40.31675739911432, -109.96581643538873 40.31676399828483, -109.96351424922948 40.3167702396524))"
194,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.25,subsurface,Uintah,US,2S,1W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.96351424922948 40.3167702396524, -109.96351527930587 40.32034306337573, -109.96352263765735 40.323940536385855, -109.96826199857769 40.32393047462145, -109.97300147715596 40.32392039983795, -109.97297420992906 40.3203219380726, -109.97295603912669 40.316744455947315, -109.96823514371769 40.31675739911432, -109.96581643538873 40.31676399828483, -109.96351424922948 40.3167702396524))"
195,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.25,subsurface,Uintah,US,2S,1W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.96351424922948 40.3167702396524, -109.96351527930587 40.32034306337573, -109.96352263765735 40.323940536385855, -109.96826199857769 40.32393047462145, -109.97300147715596 40.32392039983795, -109.97297420992906 40.3203219380726, -109.97295603912669 40.316744455947315, -109.96823514371769 40.31675739911432, -109.96581643538873 40.31676399828483, -109.96351424922948 40.3167702396524))"
196,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.25,subsurface,Uintah,US,2S,1W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.96351424922948 40.3167702396524, -109.96351527930587 40.32034306337573, -109.96352263765735 40.323940536385855, -109.96826199857769 40.32393047462145, -109.97300147715596 40.32392039983795, -109.97297420992906 40.3203219380726, -109.97295603912669 40.316744455947315, -109.96823514371769 40.31675739911432, -109.96581643538873 40.31676399828483, -109.96351424922948 40.3167702396524))"
197,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.95,subsurface,Rich,SL,10N,6E,17,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.28440056268556 41.604165698879335, -111.28916127723153 41.60415391364745, -111.29392210932352 41.604142021047, -111.29389405702787 41.600525129338706, -111.2986808094438 41.6005193687637, -111.29868588127283 41.596908785247464, -111.29386600862289 41.596908145261125, -111.28906434892214 41.596874831177495, -111.28911287017375 41.6005144635069, -111.28433168377884 41.60050359883467, -111.28440056268556 41.604165698879335))"
198,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.95,subsurface,Rich,SL,10N,6E,17,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.28440056268556 41.604165698879335, -111.28916127723153 41.60415391364745, -111.29392210932352 41.604142021047, -111.29389405702787 41.600525129338706, -111.2986808094438 41.6005193687637, -111.29868588127283 41.596908785247464, -111.29386600862289 41.596908145261125, -111.28906434892214 41.596874831177495, -111.28911287017375 41.6005144635069, -111.28433168377884 41.60050359883467, -111.28440056268556 41.604165698879335))"
199,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.95,subsurface,Rich,SL,10N,6E,17,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.28440056268556 41.604165698879335, -111.28916127723153 41.60415391364745, -111.29392210932352 41.604142021047, -111.29389405702787 41.600525129338706, -111.2986808094438 41.6005193687637, -111.29868588127283 41.596908785247464, -111.29386600862289 41.596908145261125, -111.28906434892214 41.596874831177495, -111.28911287017375 41.6005144635069, -111.28433168377884 41.60050359883467, -111.28440056268556 41.604165698879335))"
200,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,160.0,158.95,subsurface,Rich,SL,10N,6E,17,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.28440056268556 41.604165698879335, -111.28916127723153 41.60415391364745, -111.29392210932352 41.604142021047, -111.29389405702787 41.600525129338706, -111.2986808094438 41.6005193687637, -111.29868588127283 41.596908785247464, -111.29386600862289 41.596908145261125, -111.28906434892214 41.596874831177495, -111.28911287017375 41.6005144635069, -111.28433168377884 41.60050359883467, -111.28440056268556 41.604165698879335))"
201,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.78,subsurface,Sanpete,SL,13S,4E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.45227211935733 39.70764501594476, -111.45686849424055 39.70763711263108, -111.4569015579098 39.70396604315784, -111.45230417310296 39.70396061616946, -111.45227211935733 39.70764501594476))"
202,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.78,subsurface,Sanpete,SL,13S,4E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.45227211935733 39.70764501594476, -111.45686849424055 39.70763711263108, -111.4569015579098 39.70396604315784, -111.45230417310296 39.70396061616946, -111.45227211935733 39.70764501594476))"
203,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.78,subsurface,Sanpete,SL,13S,4E,10,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.45227211935733 39.70764501594476, -111.45686849424055 39.70763711263108, -111.4569015579098 39.70396604315784, -111.45230417310296 39.70396061616946, -111.45227211935733 39.70764501594476))"
204,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.93,subsurface,Garfield,SL,36S,2W,31,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.03827118674714 37.626316936735854, -112.04282009346456 37.62632251442961, -112.04283335144254 37.62269697059966, -112.03828545005435 37.62269075230586, -112.03827118674714 37.626316936735854))"
205,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.93,subsurface,Garfield,SL,36S,2W,31,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.03827118674714 37.626316936735854, -112.04282009346456 37.62632251442961, -112.04283335144254 37.62269697059966, -112.03828545005435 37.62269075230586, -112.03827118674714 37.626316936735854))"
206,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.93,subsurface,Garfield,SL,36S,2W,31,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.03827118674714 37.626316936735854, -112.04282009346456 37.62632251442961, -112.04283335144254 37.62269697059966, -112.03828545005435 37.62269075230586, -112.03827118674714 37.626316936735854))"
207,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,200.09,subsurface,San Juan,SL,33S,25E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.16818511577314 37.87294711615214, -109.1681918637204 37.876571376337786, -109.16819871868623 37.88019563618675, -109.16820546006086 37.88381962190712, -109.16362936490695 37.88382103136115, -109.16363644802539 37.887444838137384, -109.16821219703151 37.887443515437425, -109.17278806238325 37.88744219669742, -109.17278156456481 37.88381794437218, -109.17277505787754 37.880193780024804, -109.17276854454886 37.876569613570545, -109.17276202680509 37.87294535492449, -109.16818511577314 37.87294711615214))"
208,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,200.09,subsurface,San Juan,SL,33S,25E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.16818511577314 37.87294711615214, -109.1681918637204 37.876571376337786, -109.16819871868623 37.88019563618675, -109.16820546006086 37.88381962190712, -109.16362936490695 37.88382103136115, -109.16363644802539 37.887444838137384, -109.16821219703151 37.887443515437425, -109.17278806238325 37.88744219669742, -109.17278156456481 37.88381794437218, -109.17277505787754 37.880193780024804, -109.17276854454886 37.876569613570545, -109.17276202680509 37.87294535492449, -109.16818511577314 37.87294711615214))"
209,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,200.0,200.09,subsurface,San Juan,SL,33S,25E,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.16818511577314 37.87294711615214, -109.1681918637204 37.876571376337786, -109.16819871868623 37.88019563618675, -109.16820546006086 37.88381962190712, -109.16362936490695 37.88382103136115, -109.16363644802539 37.887444838137384, -109.16821219703151 37.887443515437425, -109.17278806238325 37.88744219669742, -109.17278156456481 37.88381794437218, -109.17277505787754 37.880193780024804, -109.17276854454886 37.876569613570545, -109.17276202680509 37.87294535492449, -109.16818511577314 37.87294711615214))"
210,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,82.98,84.97,subsurface,Uintah,US,2S,1E,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.9258015313477 40.345842262950455, -109.93060541854365 40.345846871983845, -109.93529121486438 40.34585118533406, -109.93526939273346 40.34275377638611, -109.93057323326825 40.342710988709655, -109.92982343387946 40.342706035155274, -109.92983189490711 40.342133410572266, -109.92983696431153 40.34134327697326, -109.92581536550452 40.34065806740798, -109.92582393552999 40.34174328245017, -109.92582679844888 40.3421120478398, -109.9258015313477 40.345842262950455))"
211,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,82.98,84.97,subsurface,Uintah,US,2S,1E,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.9258015313477 40.345842262950455, -109.93060541854365 40.345846871983845, -109.93529121486438 40.34585118533406, -109.93526939273346 40.34275377638611, -109.93057323326825 40.342710988709655, -109.92982343387946 40.342706035155274, -109.92983189490711 40.342133410572266, -109.92983696431153 40.34134327697326, -109.92581536550452 40.34065806740798, -109.92582393552999 40.34174328245017, -109.92582679844888 40.3421120478398, -109.9258015313477 40.345842262950455))"
212,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,82.98,84.97,subsurface,Uintah,US,2S,1E,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.9258015313477 40.345842262950455, -109.93060541854365 40.345846871983845, -109.93529121486438 40.34585118533406, -109.93526939273346 40.34275377638611, -109.93057323326825 40.342710988709655, -109.92982343387946 40.342706035155274, -109.92983189490711 40.342133410572266, -109.92983696431153 40.34134327697326, -109.92581536550452 40.34065806740798, -109.92582393552999 40.34174328245017, -109.92582679844888 40.3421120478398, -109.9258015313477 40.345842262950455))"
213,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,82.98,84.97,subsurface,Uintah,US,2S,1E,6,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.9258015313477 40.345842262950455, -109.93060541854365 40.345846871983845, -109.93529121486438 40.34585118533406, -109.93526939273346 40.34275377638611, -109.93057323326825 40.342710988709655, -109.92982343387946 40.342706035155274, -109.92983189490711 40.342133410572266, -109.92983696431153 40.34134327697326, -109.92581536550452 40.34065806740798, -109.92582393552999 40.34174328245017, -109.92582679844888 40.3421120478398, -109.9258015313477 40.345842262950455))"
214,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,6.22,6.24,subsurface,Washington,SL,41S,13W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.28775466929656 37.23369816236381, -113.29230034044028 37.23367276140852, -113.29229914686863 37.23310871555117, -113.28775274560238 37.23313494118349, -113.28775466929656 37.23369816236381))"
215,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,6.22,6.24,subsurface,Washington,SL,41S,13W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.28775466929656 37.23369816236381, -113.29230034044028 37.23367276140852, -113.29229914686863 37.23310871555117, -113.28775274560238 37.23313494118349, -113.28775466929656 37.23369816236381))"
216,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,6.22,6.24,subsurface,Washington,SL,41S,13W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.28775466929656 37.23369816236381, -113.29230034044028 37.23367276140852, -113.29229914686863 37.23310871555117, -113.28775274560238 37.23313494118349, -113.28775466929656 37.23369816236381))"
217,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,6.22,6.24,subsurface,Washington,SL,41S,13W,11,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.28775466929656 37.23369816236381, -113.29230034044028 37.23367276140852, -113.29229914686863 37.23310871555117, -113.28775274560238 37.23313494118349, -113.28775466929656 37.23369816236381))"
218,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,42.23,42.58,subsurface,Millard,SL,22S,6W,23,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.49555139914978 38.888835351255636, -112.49549740963676 38.89274252560229, -112.50013018993035 38.89253693051369, -112.50021685108526 38.88874251234794, -112.49555139914978 38.888835351255636))"
219,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,42.23,42.58,subsurface,Millard,SL,22S,6W,23,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.49555139914978 38.888835351255636, -112.49549740963676 38.89274252560229, -112.50013018993035 38.89253693051369, -112.50021685108526 38.88874251234794, -112.49555139914978 38.888835351255636))"
220,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,42.23,42.58,subsurface,Millard,SL,22S,6W,23,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.49555139914978 38.888835351255636, -112.49549740963676 38.89274252560229, -112.50013018993035 38.89253693051369, -112.50021685108526 38.88874251234794, -112.49555139914978 38.888835351255636))"
221,UT,28 Stat. 107-110 (1894),Normal School,Trust Lands Administration,Utah State University,40.0,39.87,subsurface,Washington,SL,38S,11W,25,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-113.05032006388439 37.46003208507696, -113.05485203971894 37.46002489319542, -113.05485896227002 37.45639970170504, -113.05032627187768 37.456405822096755, -113.05032006388439 37.46003208507696))"
