,state,state_enabling_act,trust_name,managing_agency,university,gis_acres,rights_type,activity,data_source,geometry
108,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,319.29,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.65255003639325 47.858930568114495, -119.65258112004675 47.87330617767551, -119.66338719186774 47.873336126495396, -119.66338909368758 47.85900773031908, -119.65255003639325 47.858930568114495))"
109,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,79.58,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.095690787757 48.24342524159809, -118.09571315300182 48.23610524891788, -118.09038250063671 48.23619834438932, -118.09033788665147 48.24347710316256, -118.095690787757 48.24342524159809))"
110,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,41.77,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.82452650832514 47.887930384900024, -119.8245267754143 47.88422906167323, -119.81905625948512 47.88422625525515, -119.81907545201214 47.88796949284577, -119.82452650832514 47.887930384900024))"
111,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,302.18,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.4701525017649 47.82999026313734, -119.47013790991947 47.83714148050982, -119.49066477530002 47.83720235144642, -119.49071525015246 47.830052479239725, -119.48630881007276 47.830039097511325, -119.48102105051717 47.8300233411517, -119.4701525017649 47.82999026313734))"
112,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,80.24,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.51715800488635 48.026669989841565, -119.51706198252458 48.0339256117996, -119.52250968486034 48.03390869202158, -119.52251080998336 48.02666253625775, -119.51715800488635 48.026669989841565))"
113,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,119.57,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.06340427187293 48.347332108454346, -118.06344635992129 48.350918449791195, -118.06886919323652 48.35099292696954, -118.07429030546409 48.35107002581399, -118.07426887719102 48.34743881102736, -118.06883659025922 48.3473855697959, -118.06880400568878 48.34377790199643, -118.06336148898505 48.34374845185249, -118.06340427187293 48.347332108454346))"
114,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,324.55,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.87957325356288 48.73627271708407, -117.86855722156791 48.73616591836653, -117.86886584811268 48.743526889732365, -117.8738234888286 48.7435655120323, -117.87931365639967 48.74361108844078, -117.87978738042897 48.74361191122146, -117.88477647785946 48.74366189084868, -117.8902365020509 48.74371638293651, -117.8906958002936 48.7437206752861, -117.89044785980073 48.736370355598524, -117.87957325356288 48.73627271708407))"
115,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,33.64,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.67042211902854 48.9225900412171, -117.67042698023346 48.923232317981, -117.68125095706215 48.92330040912561, -117.69091714693009 48.923209592596955, -117.6909068949298 48.922300983655, -117.67042211902854 48.9225900412171))"
116,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,42.24,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-120.10626229300246 48.39592303400733, -120.11093607817963 48.39595548586166, -120.1118970484576 48.39591014975847, -120.11189328397106 48.39224884908332, -120.10630957885382 48.392226967154485, -120.10626229300246 48.39592303400733))"
117,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,82.73,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.53473551438732 45.98566793242808, -122.54528667427769 45.985613754376736, -122.54529169282247 45.98188701390645, -122.54001076507171 45.981958702097465, -122.53472978415063 45.98203014176627, -122.53473551438732 45.98566793242808))"
118,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,629.08,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-120.3240154727667 47.27569873837529, -120.32397223969754 47.26842969595842, -120.3239300573771 47.26116063480405, -120.32244297504892 47.26115888638387, -120.31342930704484 47.26114729720161, -120.30298595116065 47.2611330835897, -120.30293143733111 47.268316316041705, -120.3028711588955 47.2754933529119, -120.31345473578632 47.275459298307496, -120.3240154727667 47.27569873837529))"
119,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,39.36,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.05871169875262 48.45265265165263, -118.05878861609652 48.449140673257126, -118.0532471212142 48.44912583214135, -118.0532155045467 48.45263052635584, -118.05871169875262 48.45265265165263))"
120,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,528.19,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.71343189050975 47.903488588875526, -117.72421461816505 47.90393765882166, -117.72415258396755 47.90029203805861, -117.72409259509723 47.89664645230168, -117.72951823175855 47.896846097581786, -117.7295636759929 47.90050399524846, -117.73497275239704 47.90071529771315, -117.73494592375573 47.897045180098225, -117.7348943338612 47.889704586041894, -117.72396859127747 47.88935552647847, -117.71304498816095 47.88900549639554, -117.71323737431707 47.89624703326811, -117.71343189050975 47.903488588875526))"
121,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,155.05,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.35236063064366 47.8081511092601, -119.35229778485375 47.81538949090854, -119.36270539069172 47.815436596693736, -119.36273678584398 47.80817360323417, -119.35236063064366 47.8081511092601))"
122,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,316.52,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.84360523475499 48.00610348198621, -117.84370735497433 48.01324920546326, -117.86499303536077 48.013148930552624, -117.86476789635783 48.005749074234494, -117.85418664659065 48.00592665945973, -117.84360523475499 48.00610348198621))"
123,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,440.4,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.39095875303262 46.28408706924269, -122.4067715513064 46.28413459674883, -122.40677356418878 46.26955503207471, -122.39647777821922 46.26961789200119, -122.3963970452948 46.273222450812696, -122.39125438086991 46.27327237572256, -122.39095875303262 46.28408706924269))"
124,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,329.2,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.48440960801615 48.01928185527557, -119.49541141903319 48.019399295267476, -119.49535597760315 48.004679131452676, -119.48440065684369 48.00474605760208, -119.48440960801615 48.01928185527557))"
125,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,562.09,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.51737487520887 48.00465731089532, -119.51725353632578 48.019219379210455, -119.53886475893407 48.0193709683218, -119.5388872389993 48.01206261398528, -119.533386494881 48.01208636118918, -119.53341619793372 48.00475916868606, -119.51737487520887 48.00465731089532))"
126,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,41.47,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.06893079158964 48.30762092213212, -118.06889190575312 48.311224033284326, -118.07450441401721 48.311294014873276, -118.07460426219045 48.307688350363364, -118.07268946165624 48.30766560178692, -118.06893079158964 48.30762092213212))"
127,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,307.29,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.3456739816735 46.38562251610331, -122.35398677351893 46.38590251527286, -122.35466451751695 46.37140268574903, -122.34444165553187 46.37126183889465, -122.344336757009 46.37842333837401, -122.34384630081216 46.385611450805044, -122.3456739816735 46.38562251610331))"
128,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,79.56,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.97635217078705 48.35440337989116, -117.97637086579822 48.358019588661826, -117.97637062402924 48.361616770018564, -117.98179745791217 48.36162665697371, -117.98178048029303 48.3580333278138, -117.98177037771305 48.354411326295995, -117.97635217078705 48.35440337989116))"
129,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,642.04,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.4487131324562 47.82259620627842, -119.44863582040193 47.829993973918626, -119.4701525017649 47.82999026313734, -119.4703179559728 47.815480255959486, -119.44878432196437 47.81550673645669, -119.4487131324562 47.82259620627842))"
130,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,156.76,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.06410703334306 48.46718017042704, -118.06402850402685 48.474460454022534, -118.06942447663226 48.474470382952845, -118.06939053998342 48.470845184301005, -118.08012543383241 48.47078846619615, -118.08019432485382 48.467285980717946, -118.06410703334306 48.46718017042704))"
131,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,637.03,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.42680634836749 47.85905315026524, -119.42659858751163 47.8734476911631, -119.44802188890112 47.87349837138418, -119.44809064035339 47.8699293686096, -119.44822845522692 47.86267142065781, -119.44829699537428 47.85900886726671, -119.42680634836749 47.85905315026524))"
132,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,642.27,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.32030405888692 47.81523554374757, -119.32019439080827 47.82969738601856, -119.34173957998311 47.82980386969663, -119.34193091932211 47.81534221925161, -119.32030405888692 47.81523554374757))"
133,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,326.57,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.51725353632578 48.019219379210455, -119.51715800488635 48.026669989841565, -119.52251080998336 48.02666253625775, -119.53885118534932 48.02663827793951, -119.53886475893407 48.0193709683218, -119.51725353632578 48.019219379210455))"
134,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,400.18,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.44809064035339 47.8699293686096, -119.44802188890112 47.87349837138418, -119.46960572851128 47.87335741284225, -119.4697018116327 47.86610459519151, -119.45876330951272 47.86614326327281, -119.45891273264306 47.858947434735605, -119.44829699537428 47.85900886726671, -119.44822845522692 47.86267142065781, -119.45355517518041 47.862633112073574, -119.45339972328384 47.86989295827769, -119.44809064035339 47.8699293686096))"
135,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,122.59,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.02182878792252 48.725777642199695, -118.02185169067832 48.72943752393553, -118.02739621891358 48.72944776521654, -118.03294909886178 48.72945726375469, -118.03289953034734 48.72582011560353, -118.02736414066116 48.725799349635686, -118.0273258316479 48.722151478655725, -118.0218038282703 48.72211839153229, -118.02182878792252 48.725777642199695))"
136,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,234.48,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.21732022109114 47.2052217858146, -121.22801822460575 47.20523334912547, -121.2278204120173 47.19455824250968, -121.21742611079962 47.19453522261421, -121.21732022109114 47.2052217858146))"
137,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,81.26,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.89528901398634 48.714116752307106, -117.89544361463795 48.721516148440394, -117.90086362221942 48.72147412697189, -117.9007367698754 48.71408426705321, -117.89528901398634 48.714116752307106))"
138,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,7.69,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.67551227866572 48.83339822278973, -119.67881376746291 48.83373801143819, -119.67884145585774 48.83197964331966, -119.67711435897313 48.83205130272752, -119.67702116943073 48.832828593728685, -119.67553235724856 48.832916251877066, -119.67551227866572 48.83339822278973))"
139,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,161.36,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.22791011271502 47.92990831701085, -118.22794484962105 47.93356314787239, -118.238774626312 47.933540268134145, -118.24942153758388 47.93349881910148, -118.2494397026677 47.92985275061843, -118.22791011271502 47.92990831701085))"
140,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,651.09,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.82109714536051 47.85356707819683, -117.8211191407773 47.86079533061081, -117.83210653887167 47.861306874544184, -117.84309415776461 47.861817366593066, -117.84294560895393 47.8566219626903, -117.84288231961261 47.85449854477441, -117.84286998153942 47.853917343049865, -117.84280088002633 47.851894505945026, -117.84268930679828 47.84718453887734, -117.83998766030402 47.847078813748894, -117.83188236121988 47.846761841811805, -117.83128835426061 47.8467445412646, -117.82107515468803 47.84633882091523, -117.82109714536051 47.85356707819683))"
141,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,151.16,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.10733777359134 48.33394987609969, -122.11778529075998 48.33405597676463, -122.11788639429038 48.32690966751108, -122.11287208848745 48.326807636495026, -122.10762470059491 48.32683317786079, -122.10733777359134 48.33394987609969))"
142,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,0.02,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.27051203285649 47.92620218425517, -118.27074746421584 47.92620184314035, -118.2707482681361 47.926098641063234, -118.27051203285649 47.92620218425517))"
143,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,80.93,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.81605960286757 47.889895391769365, -117.81606189252588 47.89170892570885, -117.8160663961669 47.893521175624116, -117.81606263517173 47.89533268321448, -117.8160703252664 47.89714651607665, -117.81900947545255 47.89714339970289, -117.82150828106211 47.897133836482865, -117.8215081468812 47.89702290909067, -117.82149100088182 47.895942666707214, -117.82148651606433 47.88987237703383, -117.81605960286757 47.889895391769365))"
144,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,333.04,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.03933059565297 48.01974523681668, -118.03956792996419 48.02688866336949, -118.06246496547084 48.02710344552355, -118.06212315382427 48.020014326457954, -118.03933059565297 48.01974523681668))"
145,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,528.63,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.89758233015786 48.034619096883134, -117.89221175684813 48.03466118236916, -117.88684377094256 48.03470128971577, -117.88635447116616 48.04094430178496, -117.88586973918423 48.04711076447758, -117.8962970842375 48.0468168966385, -117.90675680735754 48.04654819047429, -117.90753428790372 48.040572382209604, -117.90831662371207 48.03453718752679, -117.89758233015786 48.034619096883134))"
146,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,319.64,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.38888731572045 48.108543142068626, -124.41080894915589 48.10857076556189, -124.41089480915714 48.1014837302837, -124.4055527710415 48.10146439581733, -124.3889504749809 48.10138152400803, -124.38888731572045 48.108543142068626))"
147,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,203.35,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.0255634165906 48.36546431959045, -118.02554361816118 48.3726418679536, -118.01999626619084 48.37262229372978, -118.02001660008668 48.37989192955512, -118.02552316361167 48.37989425198545, -118.02553339165664 48.3762680633882, -118.03106035347523 48.376278745467374, -118.03109096653044 48.37266117111582, -118.03115092310014 48.365575668309475, -118.0255634165906 48.36546431959045))"
148,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,628.63,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.79939136161549 47.96464887636077, -121.79670503215175 47.964637245235025, -121.7967145841732 47.965017101868526, -121.79688416558965 47.97176137759839, -121.79679758612815 47.97539599925196, -121.79671099893126 47.9790306155731, -121.81813265840125 47.97900838339908, -121.8182016762323 47.96472499261978, -121.81417095949695 47.9647086231383, -121.80745310252577 47.96468103509907, -121.79939136161549 47.96464887636077))"
149,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,130.22,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.61513309955866 48.87967820280082, -117.60977503624979 48.87975879635047, -117.60989420759664 48.8834358798412, -117.60446304612528 48.88338908046701, -117.6045188669599 48.88757175440393, -117.61538317320883 48.88750864445803, -117.61522841229258 48.88343276143329, -117.61524885095521 48.87967848305735, -117.61513309955866 48.87967820280082))"
150,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,316.24,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.27018046847506 47.20548700531519, -121.28063848801641 47.205523540290706, -121.2807556761227 47.19087275610534, -121.27032363944183 47.19104717003442, -121.27025206212267 47.19826727674942, -121.27018046847506 47.20548700531519))"
151,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,323.47,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.56545473569633 45.96705795050484, -122.56437670233768 45.96708583188425, -122.56402023688946 45.96709413539664, -122.56342160467514 45.96711177536708, -122.56084646252448 45.967175478003426, -122.5556800688312 45.9673074988152, -122.55571966449128 45.97092457855278, -122.55575858436767 45.97454480630036, -122.5609129163191 45.97449859769487, -122.57649515486672 45.97434197057346, -122.57628753130155 45.966989161659185, -122.56601283149762 45.967043223959166, -122.56545473569633 45.96705795050484))"
152,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,16.6,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.37045389791797 45.740782399737, -122.37289210642558 45.74073993368522, -122.37288304922208 45.739816381347055, -122.3717081668922 45.739822024473085, -122.37170013086069 45.739000708102154, -122.3728730582773 45.738993728496894, -122.37284454139251 45.737177242260515, -122.3704272504163 45.737161031579774, -122.37045389791797 45.740782399737))"
153,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,156.4,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.40318865452659 48.24972705694434, -124.41452451584291 48.24930083575101, -124.4134372875082 48.24256164835931, -124.4027894879761 48.24254914860165, -124.40318865452659 48.24972705694434))"
154,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,593.1,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.41257695454523 48.22475081949602, -124.41302013397166 48.23538296088533, -124.43311913112439 48.235613186216064, -124.43291100035923 48.22109471985216, -124.42909921831723 48.22120396546179, -124.42277879289736 48.22120249704272, -124.41741289133779 48.2212204044294, -124.41213388449474 48.22125439079561, -124.41257695454523 48.22475081949602))"
155,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,407.22,subsurface,,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.53889987694751 48.00113475335558, -119.54429259424585 48.00114754079124, -119.54434369056258 48.00476424913998, -119.54976612013569 48.00473489733689, -119.54975651951042 48.00117471706578, -119.54973496006848 47.99396298622388, -119.55530497049942 47.9939530845178, -119.55518609094648 47.9975234541711, -119.56068702735494 47.99751684752959, -119.5606825826277 47.99029223508402, -119.53887092901769 47.99014017813892, -119.53889987694751 48.00113475335558))"
156,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,244.2,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.4703179559728 47.815480255959486, -119.4701525017649 47.82999026313734, -119.48102105051717 47.8300233411517, -119.48115017417638 47.822768254076976, -119.47568814345972 47.82275106330232, -119.47580162779198 47.815497536753504, -119.4703179559728 47.815480255959486))"
157,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,158.52,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.58353986311573 47.85980705347232, -117.58352422964035 47.86702373447812, -117.59421294233418 47.86714136640677, -117.59420525120379 47.85991371416846, -117.58353986311573 47.85980705347232))"
158,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,158.52,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.58353986311573 47.85980705347232, -117.58352422964035 47.86702373447812, -117.59421294233418 47.86714136640677, -117.59420525120379 47.85991371416846, -117.58353986311573 47.85980705347232))"
159,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Agricultural School,Department of Natural Resources,Washington State University,155.58,subsurface+surface+surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.58352422964035 47.86702373447812, -117.58343678386298 47.87407324261445, -117.5942202448185 47.87419127086739, -117.59421294233418 47.86714136640677, -117.58352422964035 47.86702373447812))"
