,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,data_source,geometry
89,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,39.88,39.9,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.73198640189104 43.11225378126021, -115.73693011351453 43.11227988176236, -115.73693817260896 43.10866743478998, -115.731990043255 43.108645194526915, -115.73198640189104 43.11225378126021))"
90,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,318.99,323.75,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.5081039051452 43.37195104128747, -116.5036257523808 43.371952990368015, -116.50365628738811 43.375588531494564, -116.50368682374547 43.37922410040819, -116.5037173579197 43.38285772261141, -116.50374789354242 43.38649137530279, -116.50871325960647 43.386486695696235, -116.51364455998818 43.38654798121509, -116.51367940250213 43.382907980545646, -116.51368246420165 43.379269131660394, -116.51370217962639 43.37563105903972, -116.51373875712656 43.371993978699905, -116.5122166800246 43.3719497376662, -116.50858275630925 43.371951004078944, -116.5081039051452 43.37195104128747))"
91,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,165.48,159.7,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.548419341694 43.379326483657444, -116.54840355093008 43.37568646245145, -116.54344996830521 43.3756832130613, -116.54344299564816 43.37204611213575, -116.54161734678316 43.37204019648807, -116.5391493918153 43.37202906881601, -116.53850417785068 43.37202749903895, -116.53668595752502 43.37202484026694, -116.5354536267156 43.37202288263828, -116.53431331489146 43.37202114126313, -116.53356555545236 43.37202019749479, -116.5336021390099 43.375645786337834, -116.53854210028298 43.37565639443777, -116.53851343269709 43.379294562622164, -116.5434626568317 43.379324457305124, -116.548419341694 43.379326483657444))"
92,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,647.31,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.63308417980289 43.43023882817997, -116.633088526155 43.4338665093211, -116.6330842669694 43.43749237725914, -116.63309334017845 43.44112156022901, -116.63308531052529 43.44474893311014, -116.63809344459466 43.444770345006305, -116.64310085469187 43.44475792441216, -116.648107665127 43.4447639701494, -116.65311391124949 43.444773418918125, -116.6531235969404 43.44113352286952, -116.65311516326292 43.43749393132741, -116.65311690932899 43.43385455720585, -116.65310706407068 43.43021532971879, -116.64810118860889 43.43021903064437, -116.64309486446444 43.43021646811985, -116.63808988462884 43.43022805209635, -116.63308417980289 43.43023882817997))"
93,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,647.48,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.6330944265942 43.41569071189745, -116.63309962837319 43.41932914029475, -116.63310685508306 43.42296697276209, -116.63309548332396 43.42660368776082, -116.63308417980289 43.43023882817997, -116.63808988462884 43.43022805209635, -116.64309486446444 43.43021646811985, -116.64810118860889 43.43021903064437, -116.65310706407068 43.43021532971879, -116.65312646128392 43.42657534675364, -116.65313274991287 43.42293535026569, -116.65312043517221 43.41929530304922, -116.65306915859667 43.41565536709602, -116.64807108347763 43.41567359828708, -116.64307203623416 43.41566865240102, -116.63807355916157 43.415683520602194, -116.6330944265942 43.41569071189745))"
94,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,636.62,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.7990309291652 43.20992243398807, -111.79410197549848 43.209922638425084, -111.7891730510124 43.20992281262284, -111.78424412400959 43.209923016298326, -111.78424313893487 43.21354418803227, -111.78424215227493 43.21716535867764, -111.78424119469129 43.22078653152978, -111.78424020845688 43.224407702768836, -111.7891659137303 43.22440544376597, -111.79409161866103 43.22440321275234, -111.79901732150542 43.2244009556701, -111.80394008481666 43.2244009572288, -111.80394723277217 43.22077958057042, -111.80395143979173 43.217160464078646, -111.8039556475911 43.21354137535283, -111.80395985318711 43.20992226030972, -111.7990309291652 43.20992243398807))"
95,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,243.36,241.25,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.6806754272884 43.568999629969326, -111.67581616844771 43.5690212224309, -111.67581352049609 43.56902123429954, -111.6756997480131 43.56902173740758, -111.67570168875237 43.57259003332404, -111.67570277793126 43.57618399249538, -111.67570435356224 43.579790048164206, -111.67576722312776 43.57978983506464, -111.68069144357197 43.57977307216251, -111.68581591357913 43.57975345283463, -111.68581561736926 43.57963403752909, -111.68580696892673 43.57615260220232, -111.68579587684924 43.57256295193284, -111.6857815008059 43.56897972411154, -111.6806754272884 43.568999629969326))"
96,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,323.98,323.46,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.68069772797864 43.55453597601063, -111.67589041515191 43.55453639358583, -111.67588428946993 43.554536394149864, -111.6757018463343 43.55453640640284, -111.67569895533171 43.55811526225192, -111.67569675570755 43.56172347373669, -111.67569655062913 43.56535523014416, -111.6756997480131 43.56902173740758, -111.67581352049609 43.56902123429954, -111.67581616844771 43.5690212224309, -111.6806754272884 43.568999629969326, -111.6857815008059 43.56897972411154, -111.68577450566951 43.56534778465878, -111.68577667512909 43.56172914294388, -111.68578482657063 43.55812853086883, -111.68579610091871 43.55454131390778, -111.68069772797864 43.55453597601063))"
97,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,1.66,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-113.45648447477363 43.88994912119224, -113.45639127663304 43.89003711821188, -113.45641511487612 43.89031356948613, -113.45625896066628 43.89051033462818, -113.45716806800674 43.89049895526389, -113.45717336555288 43.889007008601695, -113.45684574018604 43.889324612116376, -113.45684314239745 43.88961046626307, -113.45648447477363 43.88994912119224))"
98,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,1.79,1.81,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.54265602587088 43.451383581409296, -116.54324465470222 43.45196348886716, -116.54336041475963 43.45196377490498, -116.54336089885702 43.451834967144194, -116.54281394904571 43.4513088873122, -116.54027956860695 43.44832653481227, -116.54005502243463 43.448325959792015, -116.54265602587088 43.451383581409296))"
99,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,6.12,6.11,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.54404984723807 43.44833590781529, -116.54346129617132 43.45196398050113, -116.54384010432712 43.45196475525528, -116.54442861923265 43.44833674450703, -116.54501703281925 43.444708962705704, -116.54463829855189 43.44470807214411, -116.54404984723807 43.44833590781529))"
100,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,9.09,9.18,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.54612144830669 43.432747424801676, -116.54621680142849 43.433479959871825, -116.54627998067434 43.43380666451353, -116.54623510242722 43.43391618492919, -116.5462178450599 43.43409787481395, -116.54579092848797 43.4374408792734, -116.54521526950039 43.44107452147054, -116.54559386501386 43.441075385355305, -116.54616949938931 43.437441697737064, -116.54659253537403 43.4341242252325, -116.54661126635642 43.4339283014941, -116.54665644932527 43.43380744992737, -116.54659285235707 43.43346718681866, -116.5464956239437 43.43271730190906, -116.54598422661645 43.43017076873342, -116.54560306590474 43.43017000902399, -116.54612144830669 43.432747424801676))"
101,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,3.09,1.82,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.53702393680179 43.44468801543478, -116.53724975316526 43.44468867269869, -116.53396082882676 43.441045206320055, -116.53396077319766 43.44104520575273, -116.53373506261615 43.441044566611424, -116.53373500698706 43.441044566044006, -116.53702393680179 43.44468801543478))"
102,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,3.06,3.17,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.53850910020397 43.38796722684774, -116.53927168207814 43.390218605727064, -116.53966049369906 43.39021910379111, -116.53851427859573 43.38685777593321, -116.53837545384478 43.38658893215588, -116.53798741445134 43.38658605886494, -116.53850910020397 43.38796722684774))"
103,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,6.15,6.22,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.54193165179124 43.39747866419117, -116.54209442830063 43.39873338240927, -116.54211387460138 43.399198225572135, -116.54207059537197 43.39969399776228, -116.54198787645352 43.40019710205699, -116.5419243691135 43.401107576927025, -116.54230185367312 43.40110809803757, -116.54236181476129 43.400227277140786, -116.54244474825418 43.39972285233446, -116.5424898772026 43.39920920833472, -116.54247025200509 43.398720296253124, -116.54232335383391 43.39747919681891, -116.54095903445999 43.39384900084354, -116.540569214484 43.393848536884086, -116.54193165179124 43.39747866419117))"
104,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,39.69,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.89520029199143 43.43989581216121, -115.90017218776914 43.439994844069105, -115.90017503362135 43.43639998235799, -115.89520052725337 43.43630956064743, -115.89520029199143 43.43989581216121))"
105,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,79.25,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.89021991239302 43.43629877732345, -115.89022784680041 43.43988375169631, -115.89023577927136 43.443468752, -115.89520008723098 43.44348208997081, -115.89520029199143 43.43989581216121, -115.89520052725337 43.43630956064743, -115.89021991239302 43.43629877732345))"
106,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,638.12,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.79695896251923 43.16999820552482, -115.80194314883352 43.17003810775111, -115.80692733295673 43.17007803756887, -115.81191151939147 43.17011793907763, -115.8168957065497 43.1701578420159, -115.81690009712528 43.16657280824849, -115.81690445746857 43.16298777563463, -115.81690884654466 43.15940274143672, -115.81691320785177 43.15581770835327, -115.81193668964806 43.15577427919569, -115.80696017146191 43.15573085035178, -115.80198365452495 43.15568742180349, -115.7970071351514 43.15564399361028, -115.79699510590788 43.1592325248871, -115.79698304874974 43.16282108518183, -115.79697101944096 43.16640964660469, -115.79695896251923 43.16999820552482))"
107,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,635.63,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.81692707131764 43.15223723078241, -115.81691320785177 43.15581770835327, -115.82189639244324 43.15584719345418, -115.82687955018227 43.15587667871942, -115.83186270685601 43.15590616283773, -115.8368458649745 43.15593564756846, -115.83686439264875 43.152379669660135, -115.83688289365628 43.14882366227651, -115.83690139350173 43.14526765562346, -115.83691992288557 43.141711648307535, -115.83193209998218 43.14165769330111, -115.82694427508615 43.14160373765218, -115.8219564530895 43.14154978038351, -115.81696865625173 43.141495825645556, -115.81695479468773 43.145076302948524, -115.81694093416662 43.14865675390083, -115.81692707131764 43.15223723078241))"
108,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,639.02,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.81701193790633 43.12715627567241, -115.81700110423844 43.13074116934299, -115.81699029741657 43.134326065062595, -115.8169794624091 43.137910931288886, -115.81696865625173 43.141495825645556, -115.8219564530895 43.14154978038351, -115.82694427508615 43.14160373765218, -115.83193209998218 43.14165769330111, -115.83691992288557 43.141711648307535, -115.83692722826035 43.138124420334, -115.83693453305482 43.13453716513212, -115.83694181059595 43.13094993625718, -115.83694911545642 43.12736270852049, -115.83196482140639 43.12731108530671, -115.82698052711987 43.127259492353645, -115.82199623162992 43.12720789726164, -115.81701193790633 43.12715627567241))"
109,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,642.28,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.83694911545642 43.12736270852049, -115.83694181059595 43.13094993625718, -115.83693453305482 43.13453716513212, -115.83692722826035 43.138124420334, -115.83691992288557 43.141711648307535, -115.84191674710178 43.141802243111016, -115.84691359871657 43.141892838695426, -115.85191045060695 43.1419834327935, -115.85690730408105 43.14207402808376, -115.8569151644868 43.138468492737694, -115.85692305142278 43.13486292970772, -115.85693091007424 43.131257396612504, -115.85693879640122 43.127651833113475, -115.85194136277967 43.127579545679325, -115.84694395676644 43.127507284193534, -115.84194654973066 43.12743499599524, -115.83694911545642 43.12736270852049))"
110,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,645.47,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.86679542839546 43.113318744110316, -115.86178907802844 43.11327959591716, -115.8567827281649 43.11324044723363, -115.85682173167555 43.11684328666251, -115.85686076277665 43.120446155096715, -115.85689976684206 43.124048993992744, -115.85693879640122 43.127651833113475, -115.86192020404971 43.127717649874555, -115.86690163780094 43.127783438174326, -115.8718830702623 43.12784922727078, -115.87686447680146 43.12791501576592, -115.87685038913446 43.12428553595786, -115.87683630126591 43.12065602887071, -115.87682221367378 43.117026550325036, -115.87680812667864 43.11339707060046, -115.87180177768447 43.11335792065212, -115.86679542839546 43.113318744110316))"
111,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,639.91,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.85181804684665 43.11318535262481, -115.84685339236546 43.11313023101706, -115.84188873814911 43.113075138671576, -115.83692405622368 43.113020044523005, -115.83693033364135 43.11660568904729, -115.83693658670299 43.12019136255181, -115.83694286489222 43.12377703452672, -115.83694911545642 43.12736270852049, -115.84194654973066 43.12743499599524, -115.84694395676644 43.127507284193534, -115.85194136277967 43.127579545679325, -115.85693879640122 43.127651833113475, -115.85689976684206 43.124048993992744, -115.85686076277665 43.120446155096715, -115.85682173167555 43.11684328666251, -115.8567827281649 43.11324044723363, -115.85181804684665 43.11318535262481))"
112,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,496.16,484.76,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.7770680556372 43.179612033481796, -115.77872219955285 43.1808295298086, -115.77872262953152 43.18082984548373, -115.78191359680675 43.18317827941283, -115.78191395896174 43.18317854660754, -115.78359310413057 43.184414226577, -115.78678400562418 43.18439933826762, -115.78678427260323 43.18439933679818, -115.79166453795219 43.18437671327254, -115.79691076181072 43.18435239160496, -115.79692281693231 43.18076383185344, -115.79693487481897 43.177175298836694, -115.79694690560304 43.17358673899687, -115.79695896251923 43.16999820552482, -115.79174913008167 43.17000075013437, -115.7868845882984 43.17000315173201, -115.78685950280776 43.17360240715713, -115.78683441652768 43.177201662343734, -115.78196192961832 43.17721406215844, -115.78199101682995 43.17360986553781, -115.77712250264463 43.17361709987598, -115.77708947126636 43.17722627092504, -115.7770680556372 43.179612033481796))"
113,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,650.28,645.41,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.77690248350154 43.14120128997808, -115.77692159301215 43.14480654224974, -115.7769407032793 43.14841179604153, -115.7769598971137 43.15201702305325, -115.77697911826179 43.15562227638522, -115.7819108009335 43.155626038745616, -115.7868424818251 43.155629580243016, -115.79176427632649 43.15563678810517, -115.7970071351514 43.15564399361028, -115.79701916545069 43.15205543056582, -115.79703122244587 43.14846687136911, -115.79704327934475 43.14487828312417, -115.79705530833763 43.14128972389719, -115.79178267058268 43.14126660231968, -115.78682262632584 43.141244839994926, -115.78186252690766 43.141223162239044, -115.77690248350154 43.14120128997808))"
114,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,640.01,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.75710861229975 43.14472702168284, -115.7571233332742 43.14835299719499, -115.75713797002847 43.15197894489103, -115.75715257864393 43.15560489092318, -115.76210920685095 43.15560934864709, -115.76706580635681 43.155613583770204, -115.772022461287 43.15561804071761, -115.77697911826179 43.15562227638522, -115.7769598971137 43.15201702305325, -115.7769407032793 43.14841179604153, -115.77692159301215 43.14480654224974, -115.77690248350154 43.14120128997808, -115.77195032914028 43.14117633297067, -115.76699820062078 43.14115118171898, -115.762046047681 43.141126225099526, -115.75709386405445 43.14110107420854, -115.75710861229975 43.14472702168284))"
115,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,649.74,647.28,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.79186915166508 43.12688663958152, -115.78691913493616 43.126840489456924, -115.78196931488625 43.12679445146117, -115.77701952194711 43.12674818968241, -115.77699024108709 43.130361472244694, -115.77696098884495 43.13397472527787, -115.77693173496473 43.137588007781716, -115.77690248350154 43.14120128997808, -115.78186252690766 43.141223162239044, -115.78682262632584 43.141244839994926, -115.79178267058268 43.14126660231968, -115.79705530833763 43.14128972389719, -115.79706736670859 43.13770113425848, -115.79707942301177 43.13411257413233, -115.79709148047634 43.13052398583873, -115.79710351004333 43.12693542656311, -115.79186915166508 43.12688663958152))"
116,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,80.47,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.72704030773441 43.10137400442471, -115.73200146502762 43.10139635484433, -115.73696262203522 43.10141851157225, -115.73697892940002 43.09779295290318, -115.73200921596919 43.09777062951861, -115.72703950283831 43.09774830709293, -115.72704030773441 43.10137400442471))"
117,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,79.47,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.72699440161166 43.083362156131045, -115.73196041969123 43.08339925631863, -115.73692646747496 43.08343635734155, -115.73688946898118 43.0798607145419, -115.73192653291805 43.07981858725306, -115.72696359602342 43.07977626342771, -115.72699440161166 43.083362156131045))"
118,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,160.0,158.08,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.70696961003244 43.04714166462315, -115.71188582653066 43.04726773784668, -115.71190271338723 43.05085793721786, -115.71682565165943 43.050977398795474, -115.71680206963526 43.04739358933196, -115.71679837815641 43.04380430882335, -115.71679468525544 43.04021502717795, -115.7118719405878 43.04007837007651, -115.71187888341547 43.043673096869355, -115.70695941686287 43.043541688986984, -115.70696961003244 43.04714166462315))"
119,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,43.03,40.22,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.53841573192094 43.43378891235337, -116.54339438166197 43.433800592145474, -116.54339183773342 43.43016557441674, -116.538415023097 43.430154386899666, -116.53841573192094 43.43378891235337))"
120,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.2,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50378158948118 43.41919074656244, -116.50875117827174 43.419183068323726, -116.50875319955908 43.415546193507815, -116.50378386148107 43.41555131655348, -116.50378158948118 43.41919074656244))"
121,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,76.38,80.28,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50377609281459 43.40466155316116, -116.50377868185078 43.40829539980127, -116.50538655199506 43.40829238116544, -116.50561077661565 43.408291958566494, -116.50874676970483 43.40828599937922, -116.50874359804106 43.40465287502705, -116.50874042371979 43.4010196110971, -116.50749869464302 43.40102164820028, -116.50377350321254 43.40102767944457, -116.50377609281459 43.40466155316116))"
122,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,200.0,200.69,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.57328502409187 43.44478624117056, -116.56830204431292 43.44477269585865, -116.56331946590052 43.4447584737474, -116.55833729843054 43.44474321181966, -116.5583259796011 43.448370288502126, -116.5633082031636 43.44838461337795, -116.56329370991432 43.45201083623096, -116.56827705667614 43.452021873966686, -116.57326101704851 43.45202859699259, -116.57326409461346 43.451227423242166, -116.57327492620342 43.448407742196274, -116.57328502409187 43.44478624117056))"
123,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,480.0,482.16,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.60816021617264 43.44486256309146, -116.61313179642647 43.444866096384274, -116.61313657188961 43.44122993907973, -116.61314322235823 43.43759468246803, -116.61314053044529 43.43396036246155, -116.61314795741629 43.43032706437328, -116.6081581405415 43.4303138820637, -116.60316774527129 43.43031795416362, -116.60318209388029 43.433950124200635, -116.603190569851 43.437583078950055, -116.59821454499443 43.437566948684896, -116.59323920254302 43.43760242939727, -116.59324402321216 43.44123464370893, -116.59324603083307 43.4448680337911, -116.59821761545443 43.444811356021866, -116.60318876531306 43.44485053747604, -116.60816021617264 43.44486256309146))"
124,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,320.0,282.12,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.59323341833539 43.43618197171622, -116.59322442222866 43.43397131442546, -116.59318362291243 43.430341438104485, -116.58820218571238 43.43031181792854, -116.58321899890463 43.430294790053246, -116.57823667405376 43.430272797162026, -116.57825651564231 43.43390817644066, -116.58324489780873 43.433930652907776, -116.58325800329689 43.43756663292032, -116.58824824399449 43.43758481409683, -116.58825348331254 43.44122090961493, -116.58825525903376 43.44485718437373, -116.59324603083307 43.4448680337911, -116.59324402321216 43.44123464370893, -116.59323920254302 43.43760242939727, -116.59323341833539 43.43618197171622))"
125,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,5.61,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.53358878247975 43.37676612245061, -116.53440743078458 43.37826413781061, -116.53502307268054 43.3792880656332, -116.5358221852169 43.38061922299673, -116.53612983674354 43.38121267666617, -116.53673471227368 43.38292850465238, -116.537122628033 43.382928976447936, -116.5364911810445 43.38113627001865, -116.53617256911556 43.380519515132455, -116.53543585504542 43.37928883985528, -116.53475064432438 43.3781519967361, -116.53362132200314 43.37626233044766, -116.53359599877139 43.37616078299787, -116.53358878247975 43.37676612245061))"
126,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,648.04,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.65309591570855 43.408385568477826, -116.65311041337557 43.412020569747796, -116.65306915859667 43.41565536709602, -116.65806256425836 43.415659199456414, -116.66305520384753 43.415655685655004, -116.66804563782632 43.41564263274451, -116.67303557221284 43.41565495147432, -116.67306165166904 43.41198522075673, -116.67305300036058 43.40831545060502, -116.67305521106198 43.404646463579994, -116.6730725065848 43.40097700481346, -116.66806489500885 43.40104279797754, -116.6630568278443 43.401046378443745, -116.65804947626556 43.40109122325154, -116.65304130736003 43.4011159623719, -116.65310117576945 43.40475059470132, -116.65309591570855 43.408385568477826))"
127,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,647.17,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.63306835411585 43.40477796995449, -116.63307698813047 43.40840822306901, -116.63308428298069 43.41204965203774, -116.6330944265942 43.41569071189745, -116.63807355916157 43.415683520602194, -116.64307203623416 43.41566865240102, -116.64807108347763 43.41567359828708, -116.65306915859667 43.41565536709602, -116.65311041337557 43.412020569747796, -116.65309591570855 43.408385568477826, -116.65310117576945 43.40475059470132, -116.65304130736003 43.4011159623719, -116.64805143898026 43.40112421706617, -116.64306072447238 43.40113209754573, -116.63807119062744 43.401137591361014, -116.63308086852525 43.40114736821117, -116.63306835411585 43.40477796995449))"
128,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,35.88,40.68,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.4435998802863 43.4701328843705, -116.44861613593096 43.47013269671062, -116.44861942595557 43.466485011120696, -116.44360880777023 43.46647501127473, -116.4435998802863 43.4701328843705))"
129,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,160.0,159.85,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.6773728462788 43.04313327709989, -115.67738137456062 43.046757447185016, -115.68231497780943 43.04679052131548, -115.68724860807843 43.04682334433886, -115.68724133148872 43.04320603567508, -115.6872340534267 43.03958875374909, -115.68229919959101 43.03954890325143, -115.67736431761338 43.039509078796705, -115.6773728462788 43.04313327709989))"
130,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,320.0,324.46,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.70701664337268 43.028993286474964, -115.70699419753993 43.03264184644308, -115.70697169751325 43.03629179452642, -115.70694922308424 43.039941713985655, -115.7118719405878 43.04007837007651, -115.71679468525544 43.04021502717795, -115.7168326593307 43.036523357376254, -115.71687063187181 43.03283171513441, -115.71690863157251 43.02914007300765, -115.71694660567537 43.02544843178769, -115.71199286106372 43.02539655192743, -115.70703911610241 43.02534470056644, -115.70701664337268 43.028993286474964))"
