,state,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,section,block,data_source,geometry
549,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.67,subsurface+surface,Hudspeth,25,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11776508.1837 3755344.667300001, -11776510.9465 3753301.2569999993, -11778404.528099999 3753303.7392999977, -11778401.9868 3755347.150200002, -11776508.1837 3755344.667300001))"
550,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.66,subsurface+surface,Hudspeth,31,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11785978.7405 3753310.6542000026, -11785979.8361 3751267.588799998, -11787873.0834 3751268.4974000007, -11787872.209800001 3753311.5631000027, -11785978.7405 3753310.6542000026))"
551,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.66,subsurface+surface,Hudspeth,32,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11784085.1595 3753309.3522000015, -11784086.6993 3751266.286399998, -11785979.8361 3751267.588799998, -11785978.7405 3753310.6542000026, -11784085.1595 3753309.3522000015))"
552,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.68,subsurface+surface,Hudspeth,33,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11782191.578499999 3753307.787100002, -11782193.4527 3751264.722099997, -11784086.6993 3751266.286399998, -11784085.1595 3753309.3522000015, -11782191.578499999 3753307.787100002))"
553,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.7,subsurface+surface,Hudspeth,34,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11780297.9966 3753305.9591000006, -11780300.204300001 3751262.7638000026, -11782193.4527 3751264.722099997, -11782191.578499999 3753307.787100002, -11780297.9966 3753305.9591000006))"
554,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.68,subsurface+surface,Hudspeth,35,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11778404.528099999 3753303.7392999977, -11778406.956799999 3751260.6758999974, -11780300.204300001 3751262.7638000026, -11780297.9966 3753305.9591000006, -11778404.528099999 3753303.7392999977))"
555,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.68,subsurface+surface,Hudspeth,36,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11776510.9465 3753301.2569999993, -11776513.709800001 3751258.1934999973, -11778406.956799999 3751260.6758999974, -11778404.528099999 3753303.7392999977, -11776510.9465 3753301.2569999993))"
556,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.7,subsurface+surface,Hudspeth,42,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11785979.8361 3751267.588799998, -11785981.0418 3749224.737499997, -11787873.955699999 3749225.777400002, -11787873.0834 3751268.4974000007, -11785979.8361 3751267.588799998))"
557,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.7,subsurface+surface,Hudspeth,41,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11784086.6993 3751266.286399998, -11784088.1288 3749223.435800001, -11785981.0418 3749224.737499997, -11785979.8361 3751267.588799998, -11784086.6993 3751266.286399998))"
558,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.72,subsurface+surface,Hudspeth,40,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11782193.4527 3751264.722099997, -11782195.2143 3749221.8706, -11784088.1288 3749223.435800001, -11784086.6993 3751266.286399998, -11782193.4527 3751264.722099997))"
559,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.7,subsurface+surface,Hudspeth,39,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11780300.204300001 3751262.7638000026, -11780302.3002 3749220.0449, -11782195.2143 3749221.8706, -11782193.4527 3751264.722099997, -11780300.204300001 3751262.7638000026))"
560,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.67,subsurface+surface,Hudspeth,38,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11778406.956799999 3751260.6758999974, -11778409.3873 3749217.9565000013, -11780302.3002 3749220.0449, -11780300.204300001 3751262.7638000026, -11778406.956799999 3751260.6758999974))"
561,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.69,subsurface+surface,Hudspeth,37,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11776513.709800001 3751258.1934999973, -11776516.4729 3749215.409699999, -11778409.3873 3749217.9565000013, -11778406.956799999 3751260.6758999974, -11776513.709800001 3751258.1934999973))"
562,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.69,subsurface+surface,Hudspeth,43,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11785981.0418 3749224.737499997, -11785982.248300001 3747182.362999998, -11787874.829 3747183.2716000006, -11787873.955699999 3749225.777400002, -11785981.0418 3749224.737499997))"
563,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.67,subsurface+surface,Hudspeth,44,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11784088.1288 3749223.435800001, -11784089.6677 3747181.0618999973, -11785982.248300001 3747182.362999998, -11785981.0418 3749224.737499997, -11784088.1288 3749223.435800001))"
564,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.67,subsurface+surface,Hudspeth,45,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11782195.2143 3749221.8706, -11782197.0887 3747179.4979000017, -11784089.6677 3747181.0618999973, -11784088.1288 3749223.435800001, -11782195.2143 3749221.8706))"
565,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.67,subsurface+surface,Hudspeth,46,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11780302.3002 3749220.0449, -11780304.5085 3747177.6711999997, -11782197.0887 3747179.4979000017, -11782195.2143 3749221.8706, -11780302.3002 3749220.0449))"
566,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.69,subsurface+surface,Hudspeth,47,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11778409.3873 3749217.9565000013, -11778411.927000001 3747175.4526999965, -11780304.5085 3747177.6711999997, -11780302.3002 3749220.0449, -11778409.3873 3749217.9565000013))"
567,TX,Texas A&M,General Land Office,Texas A&M,686.7,686.7,subsurface+surface,Hudspeth,48,A,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11776516.4729 3749215.409699999, -11776519.2797 3747173.023400001, -11778411.927000001 3747175.4526999965, -11778409.3873 3749217.9565000013, -11776516.4729 3749215.409699999))"
568,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.55,subsurface+surface,Crockett,10,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274848.4852 3638492.394299999, -11276805.2887 3638480.8109000027, -11276817.208 3640423.721900001, -11274859.5153 3640435.4367000014, -11274848.4852 3638492.394299999))"
569,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.77,subsurface+surface,Crockett,09,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272890.7912 3638503.5891999975, -11274848.4852 3638492.394299999, -11274859.5153 3640435.4367000014, -11272901.8212 3640446.8933999985, -11272890.7912 3638503.5891999975))"
570,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.46,subsurface+surface,Crockett,08,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270933.9886 3638514.786899999, -11272890.7912 3638503.5891999975, -11272901.8212 3640446.8933999985, -11270945.0183 3640457.832999997, -11270933.9886 3638514.786899999))"
571,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.57,subsurface+surface,Crockett,07,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268977.1803 3638525.4949999973, -11270933.9886 3638514.786899999, -11270945.0183 3640457.832999997, -11268987.431 3640468.647699997, -11268977.1803 3638525.4949999973))"
572,TX,Texas A&M,General Land Office,Texas A&M,707.2,707.31,subsurface+surface,Crockett,06,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266971.9481 3638536.205499999, -11268977.1803 3638525.4949999973, -11268987.431 3640468.647699997, -11266966.056 3640479.516099997, -11266971.9481 3638536.205499999))"
573,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.6,subsurface+surface,Crockett,11,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274837.01 3636549.527800001, -11276794.0158 3636537.934600003, -11276805.2887 3638480.8109000027, -11274848.4852 3638492.394299999, -11274837.01 3636549.527800001))"
574,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.75,subsurface+surface,Crockett,12,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272879.7605 3636560.9790999964, -11274837.01 3636549.527800001, -11274848.4852 3638492.394299999, -11272890.7912 3638503.5891999975, -11272879.7605 3636560.9790999964))"
575,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.52,subsurface+surface,Crockett,13,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270922.9562 3636571.915600002, -11272879.7605 3636560.9790999964, -11272890.7912 3638503.5891999975, -11270933.9886 3638514.786899999, -11270922.9562 3636571.915600002))"
576,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.55,subsurface+surface,Crockett,14,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268966.1507 3636582.6741999984, -11270922.9562 3636571.915600002, -11270933.9886 3638514.786899999, -11268977.1803 3638525.4949999973, -11268966.1507 3636582.6741999984))"
577,TX,Texas A&M,General Land Office,Texas A&M,701.4,701.42,subsurface+surface,Crockett,15,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266978.7303 3636593.329099998, -11268966.1507 3636582.6741999984, -11268977.1803 3638525.4949999973, -11266971.9481 3638536.205499999, -11266978.7303 3636593.329099998))"
578,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.66,subsurface+surface,Crockett,20,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274825.535 3634607.0942, -11276782.3384 3634595.5146000013, -11276794.0158 3636537.934600003, -11274837.01 3636549.527800001, -11274825.535 3634607.0942))"
579,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.59,subsurface+surface,Crockett,19,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272869.6212 3634618.2858000025, -11274825.535 3634607.0942, -11274837.01 3636549.527800001, -11272879.7605 3636560.9790999964, -11272869.6212 3634618.2858000025))"
580,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.69,subsurface+surface,Crockett,18,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270912.7048 3634629.479800001, -11272869.6212 3634618.2858000025, -11272879.7605 3636560.9790999964, -11270922.9562 3636571.915600002, -11270912.7048 3634629.479800001))"
581,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.63,subsurface+surface,Crockett,17,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268955.8996 3634640.183799997, -11270912.7048 3634629.479800001, -11270922.9562 3636571.915600002, -11268966.1507 3636582.6741999984, -11268955.8996 3634640.183799997))"
582,TX,Texas A&M,General Land Office,Texas A&M,695.6,695.42,subsurface+surface,Crockett,16,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266985.5117 3634650.6279999986, -11268955.8996 3634640.183799997, -11268966.1507 3636582.6741999984, -11266978.7303 3636593.329099998, -11266985.5117 3634650.6279999986))"
583,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.6,subsurface+surface,Crockett,21,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274814.5047 3632664.8357999995, -11276770.4191 3632653.387199998, -11276782.3384 3634595.5146000013, -11274825.535 3634607.0942, -11274814.5047 3632664.8357999995))"
584,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.46,subsurface+surface,Crockett,22,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272858.4806 3632676.154100001, -11274814.5047 3632664.8357999995, -11274825.535 3634607.0942, -11272869.6212 3634618.2858000025, -11272858.4806 3632676.154100001))"
585,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.8,subsurface+surface,Crockett,23,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270901.6744 3632687.088399999, -11272858.4806 3632676.154100001, -11272869.6212 3634618.2858000025, -11270912.7048 3634629.479800001, -11270901.6744 3632687.088399999))"
586,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.66,subsurface+surface,Crockett,24,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268945.7605 3632697.791199997, -11270901.6744 3632687.088399999, -11270912.7048 3634629.479800001, -11268955.8996 3634640.183799997, -11268945.7605 3632697.791199997))"
587,TX,Texas A&M,General Land Office,Texas A&M,689.8,689.72,subsurface+surface,Crockett,25,44,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266991.5157 3632708.362499997, -11268945.7605 3632697.791199997, -11268955.8996 3634640.183799997, -11266985.5117 3634650.6279999986, -11266991.5157 3632708.362499997))"
588,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.58,subsurface+surface,Crockett,05,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274803.484 3630722.9952000007, -11276759.3985 3630711.2892000005, -11276770.4191 3632653.387199998, -11274814.5047 3632664.8357999995, -11274803.484 3630722.9952000007))"
589,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.57,subsurface+surface,Crockett,04,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272847.4584 3630734.3122000024, -11274803.484 3630722.9952000007, -11274814.5047 3632664.8357999995, -11272858.4806 3632676.154100001, -11272847.4584 3630734.3122000024))"
590,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.66,subsurface+surface,Crockett,03,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270891.5431 3630745.3743999973, -11272847.4584 3630734.3122000024, -11272858.4806 3632676.154100001, -11270901.6744 3632687.088399999, -11270891.5431 3630745.3743999973))"
591,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.5,subsurface+surface,Crockett,02,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268935.5154 3630756.0737000033, -11270891.5431 3630745.3743999973, -11270901.6744 3632687.088399999, -11268945.7605 3632697.791199997, -11268935.5154 3630756.0737000033))"
592,TX,Texas A&M,General Land Office,Texas A&M,684.0,683.93,subsurface+surface,Crockett,01,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266998.3003 3630766.365000002, -11268935.5154 3630756.0737000033, -11268945.7605 3632697.791199997, -11266991.5157 3632708.362499997, -11266998.3003 3630766.365000002))"
593,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.64,subsurface+surface,Crockett,06,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274791.5723 3628781.329400003, -11276747.4867 3628769.884800002, -11276759.3985 3630711.2892000005, -11274803.484 3630722.9952000007, -11274791.5723 3628781.329400003))"
594,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.56,subsurface+surface,Crockett,07,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272836.4359 3628792.644199997, -11274791.5723 3628781.329400003, -11274803.484 3630722.9952000007, -11272847.4584 3630734.3122000024, -11272836.4359 3628792.644199997))"
595,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.7,subsurface+surface,Crockett,08,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270880.5206 3628803.574500002, -11272836.4359 3628792.644199997, -11272847.4584 3630734.3122000024, -11270891.5431 3630745.3743999973, -11270880.5206 3628803.574500002))"
596,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.61,subsurface+surface,Crockett,09,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268925.3812 3628814.2710999995, -11270880.5206 3628803.574500002, -11270891.5431 3630745.3743999973, -11268935.5154 3630756.0737000033, -11268925.3812 3628814.2710999995))"
597,TX,Texas A&M,General Land Office,Texas A&M,678.2,678.31,subsurface+surface,Crockett,10,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11267004.1936 3628824.579099998, -11268925.3812 3628814.2710999995, -11268935.5154 3630756.0737000033, -11266998.3003 3630766.365000002, -11267004.1936 3628824.579099998))"
598,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.65,subsurface+surface,Crockett,15,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274780.5502 3626840.097199999, -11276735.6857 3626828.3948, -11276747.4867 3628769.884800002, -11274791.5723 3628781.329400003, -11274780.5502 3626840.097199999))"
599,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.49,subsurface+surface,Crockett,14,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272825.4145 3626851.2793999985, -11274780.5502 3626840.097199999, -11274791.5723 3628781.329400003, -11272836.4359 3628792.644199997, -11272825.4145 3626851.2793999985))"
600,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.6,subsurface+surface,Crockett,13,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270870.2792 3626862.466799997, -11272825.4145 3626851.2793999985, -11272836.4359 3628792.644199997, -11270880.5206 3628803.574500002, -11270870.2792 3626862.466799997))"
601,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.58,subsurface+surface,Crockett,12,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268914.2465 3626873.163800001, -11270870.2792 3626862.466799997, -11270880.5206 3628803.574500002, -11268925.3812 3628814.2710999995, -11268914.2465 3626873.163800001))"
602,TX,Texas A&M,General Land Office,Texas A&M,675.3,675.27,subsurface+surface,Crockett,11,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266994.3923 3626883.338799998, -11268914.2465 3626873.163800001, -11268925.3812 3628814.2710999995, -11267004.1936 3628824.579099998, -11267004.1855 3628822.8215000033, -11266994.3923 3626883.338799998))"
603,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.58,subsurface+surface,Crockett,16,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274769.5287 3624898.909400001, -11276724.5523 3624887.5977, -11276735.6857 3626828.3948, -11274780.5502 3626840.097199999, -11274769.5287 3624898.909400001))"
604,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.62,subsurface+surface,Crockett,17,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272814.3936 3624910.349100001, -11274769.5287 3624898.909400001, -11274780.5502 3626840.097199999, -11272825.4145 3626851.2793999985, -11272814.3936 3624910.349100001))"
605,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.62,subsurface+surface,Crockett,18,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270859.2563 3624921.2753000036, -11272814.3936 3624910.349100001, -11272825.4145 3626851.2793999985, -11270870.2792 3626862.466799997, -11270859.2563 3624921.2753000036))"
606,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.82,subsurface+surface,Crockett,19,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268904.1112 3624931.969300002, -11270859.2563 3624921.2753000036, -11270870.2792 3626862.466799997, -11268914.2465 3626873.163800001, -11268904.1112 3624931.969300002))"
607,TX,Texas A&M,General Land Office,Texas A&M,675.3,675.19,subsurface+surface,Crockett,20,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266984.5911 3624942.1432000026, -11268904.1112 3624931.969300002, -11268914.2465 3626873.163800001, -11266994.3923 3626883.338799998, -11266984.5911 3624942.1432000026))"
608,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.55,subsurface+surface,Crockett,25,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11274758.3952 3622958.4135000035, -11276712.7516 3622946.7157000005, -11276724.5523 3624887.5977, -11274769.5287 3624898.909400001, -11274758.3952 3622958.4135000035))"
609,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.68,subsurface+surface,Crockett,24,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11272803.2602 3622969.5935999975, -11274758.3952 3622958.4135000035, -11274769.5287 3624898.909400001, -11272814.3936 3624910.349100001, -11272803.2602 3622969.5935999975))"
610,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.52,subsurface+surface,Crockett,23,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11270849.0138 3622980.7773, -11272803.2602 3622969.5935999975, -11272814.3936 3624910.349100001, -11270859.2563 3624921.2753000036, -11270849.0138 3622980.7773))"
611,TX,Texas A&M,General Land Office,Texas A&M,687.6,687.65,subsurface+surface,Crockett,22,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268893.8655 3622991.3391000032, -11270849.0138 3622980.7773, -11270859.2563 3624921.2753000036, -11268904.1112 3624931.969300002, -11268893.8655 3622991.3391000032))"
612,TX,Texas A&M,General Land Office,Texas A&M,675.3,675.1,subsurface+surface,Crockett,21,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266974.4554 3623001.6406999975, -11268893.8655 3622991.3391000032, -11268904.1112 3624931.969300002, -11266984.5911 3624942.1432000026, -11266974.4554 3623001.6406999975))"
613,TX,Texas A&M,General Land Office,Texas A&M,664.8,664.96,subsurface+surface,Crockett,29,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11268883.7329 3621111.472400002, -11270838.8823 3621108.6960999966, -11270849.0138 3622980.7773, -11268893.8655 3622991.3391000032, -11268883.7329 3621111.472400002))"
614,TX,Texas A&M,General Land Office,Texas A&M,655.6,655.46,subsurface+surface,Crockett,30,45,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11266964.6524 3621113.9870999977, -11268883.7329 3621111.472400002, -11268893.8655 3622991.3391000032, -11266974.4554 3623001.6406999975, -11266964.6524 3621113.9870999977))"
615,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.32,subsurface+surface,Andrews,25,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11427796.8835 3821324.099399999, -11429634.8458 3820807.9289000034, -11430152.2551 3822654.1335000023, -11428314.2915 3823170.3765999973, -11427796.8835 3821324.099399999))"
616,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.4,subsurface+surface,Andrews,24,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11429634.8458 3820807.9289000034, -11431472.8066 3820291.250699997, -11431990.2169 3822137.3805000037, -11430152.2551 3822654.1335000023, -11429634.8458 3820807.9289000034))"
617,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.42,subsurface+surface,Andrews,23,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11431472.8066 3820291.250699997, -11433310.767 3819774.719999999, -11433828.1787 3821620.7795, -11431990.2169 3822137.3805000037, -11431472.8066 3820291.250699997))"
618,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.31,subsurface+surface,Andrews,22,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11433310.767 3819774.719999999, -11435147.9475 3819258.0786999986, -11435666.1399 3821103.534400001, -11433828.1787 3821620.7795, -11433310.767 3819774.719999999))"
619,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.23,subsurface+surface,Andrews,18,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11427280.4776 3819478.1115999967, -11429117.5475 3818962.0144999996, -11429634.8458 3820807.9289000034, -11427796.8835 3821324.099399999, -11427280.4776 3819478.1115999967))"
620,TX,Texas A&M,General Land Office,Texas A&M,642.3,642.38,subsurface+surface,Andrews,19,14,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11429117.5475 3818962.0144999996, -11430955.5074 3818445.9372000024, -11431472.8066 3820291.250699997, -11429634.8458 3820807.9289000034, -11429117.5475 3818962.0144999996))"
