,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,meridian,township,range,section,aliquot,data_source,geometry
273,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,39.77,surface,CIMARRON,C,5N,3E,3.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7272850500115 36.93317100122586, -102.73183912778156 36.93317539515582, -102.73185398792253 36.92960463882532, -102.72730850938743 36.929587044589574, -102.7272850500115 36.93317100122586))"
274,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.19,surface,CIMARRON,C,5N,3E,3.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72733226878611 36.925960189012386, -102.73186924653434 36.92597478377976, -102.7318844060904 36.922344828798735, -102.72735592755036 36.92233333356407, -102.72733226878611 36.925960189012386))"
275,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.26,surface,CIMARRON,C,5N,3E,3.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72730850938743 36.929587044589574, -102.73185398792253 36.92960463882532, -102.73186924653434 36.92597478377976, -102.72733226878611 36.925960189012386, -102.72730850938743 36.929587044589574))"
276,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.15,surface,CIMARRON,C,5N,3E,3.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72735592755036 36.92233333356407, -102.72282754938368 36.922321839052664, -102.72279518979292 36.925945595222984, -102.72733226878611 36.925960189012386, -102.72735592755036 36.92233333356407))"
277,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.23,surface,CIMARRON,C,5N,3E,3.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72733226878611 36.925960189012386, -102.72279518979292 36.925945595222984, -102.72276293103045 36.92956945061871, -102.72730850938743 36.929587044589574, -102.72733226878611 36.925960189012386))"
278,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.14,surface,CIMARRON,C,5N,3E,5.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75431129056417 36.9221576049939, -102.74984410911985 36.9221308096672, -102.74983655176474 36.92590256294391, -102.75430373275586 36.925924657625536, -102.75431129056417 36.9221576049939))"
279,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.09,surface,CIMARRON,C,5N,3E,5.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75429617476165 36.92969171071502, -102.75876335619543 36.929709006017475, -102.75877091409 36.925946653577476, -102.75430373275586 36.925924657625536, -102.75429617476165 36.92969171071502))"
280,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.09,surface,CIMARRON,C,5N,3E,5.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75430373275586 36.925924657625536, -102.75877091409 36.925946653577476, -102.75877847173443 36.92218430070229, -102.75431129056417 36.9221576049939, -102.75430373275586 36.925924657625536))"
281,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.14,surface,CIMARRON,C,5N,3E,5.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75430373275586 36.925924657625536, -102.74983655176474 36.92590256294391, -102.74982889364223 36.92967441625013, -102.75429617476165 36.92969171071502, -102.75430373275586 36.925924657625536))"
282,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.55,surface,CIMARRON,C,5N,3E,8.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75431129056417 36.9221576049939, -102.75877847173443 36.92218430070229, -102.75879953251734 36.91856414558338, -102.75431804974825 36.91854315044483, -102.75431129056417 36.9221576049939))"
283,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.61,surface,CIMARRON,C,5N,3E,8.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.74983656748405 36.91852215460367, -102.75431804974825 36.91854315044483, -102.75432480864764 36.914928695561954, -102.74982902643634 36.914913399145945, -102.74983656748405 36.91852215460367))"
284,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.68,surface,CIMARRON,C,5N,3E,8.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75431804974825 36.91854315044483, -102.75879953251734 36.91856414558338, -102.75882059246203 36.914943891076, -102.75432480864764 36.914928695561954, -102.75431804974825 36.91854315044483))"
285,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.48,surface,CIMARRON,C,5N,3E,8.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.74983656748405 36.91852215460367, -102.74984410911985 36.9221308096672, -102.75431129056417 36.9221576049939, -102.75431804974825 36.91854315044483, -102.74983656748405 36.91852215460367))"
286,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,17.4,5.51,surface,CIMARRON,C,6N,3E,7.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77240857891826 36.99874490998072, -102.77241298476424 36.999282203173, -102.77679826044044 36.999255194023, -102.7767984544706 36.99876280016139, -102.77240857891826 36.99874490998072))"
287,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,40.0,38.16,surface,CIMARRON,C,6N,3E,7.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7767984544706 36.99876280016139, -102.78114772853993 36.99878059074635, -102.78115558984322 36.995202536955595, -102.77680041476466 36.99515774686108, -102.7767984544706 36.99876280016139))"
288,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,38.92,surface,CIMARRON,C,6N,3E,7.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77240857891826 36.99874490998072, -102.7767984544706 36.99876280016139, -102.77680041476466 36.99515774686108, -102.772379036461 36.99511235610038, -102.77240857891826 36.99874490998072))"
289,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,38.95,surface,CIMARRON,C,6N,3E,7.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76807680468201 36.99872721934989, -102.77240857891826 36.99874490998072, -102.772379036461 36.99511235610038, -102.76795765902264 36.99506686534809, -102.76807680468201 36.99872721934989))"
290,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,40.61,surface,CIMARRON,C,6N,3E,8.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75898434024863 36.998690138107854, -102.76350172105651 36.998708528780625, -102.76344097735489 36.99503267539794, -102.7589242961696 36.99499838459327, -102.75898434024863 36.998690138107854))"
291,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,40.7,surface,CIMARRON,C,6N,3E,8.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76350172105651 36.998708528780625, -102.76807680468201 36.99872721934989, -102.76795765902264 36.99506686534809, -102.76344097735489 36.99503267539794, -102.76350172105651 36.998708528780625))"
292,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,17.8,5.91,surface,CIMARRON,C,6N,3E,7.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76807680468201 36.99872721934989, -102.76809571193012 36.99930881105938, -102.77241298476424 36.999282203173, -102.77240857891826 36.99874490998072, -102.76807680468201 36.99872721934989))"
293,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,40.79,surface,CIMARRON,C,6N,3E,8.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75446685859184 36.99867174797721, -102.75898434024863 36.998690138107854, -102.7589242961696 36.99499838459327, -102.75440761531884 36.99496419474423, -102.75446685859184 36.99867174797721))"
294,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,41.44,surface,CIMARRON,C,6N,3E,8.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.74984497487156 36.99865285719533, -102.75446685859184 36.99867174797721, -102.75440761531884 36.99496419474423, -102.74989093385653 36.99492990408047, -102.74984497487156 36.99865285719533))"
295,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,24.43,surface,CIMARRON,C,6N,3E,9.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73627190657957 36.994849728763505, -102.7317322306943 36.99482293726519, -102.7317472550345 36.99688291245797, -102.73629253441477 36.9971979001703, -102.73627190657957 36.994849728763505))"
296,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,27.64,surface,CIMARRON,C,6N,3E,9.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73629253441477 36.9971979001703, -102.74084091450148 36.99751308799408, -102.74081158325781 36.99487642037279, -102.73627190657957 36.994849728763505, -102.73629253441477 36.9971979001703))"
297,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.24,surface,CIMARRON,C,5N,3E,19.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77703315192458 36.88958660184039, -102.77259617015268 36.889555704749455, -102.77257801045842 36.893167358433764, -102.77701789172083 36.89320865521933, -102.77703315192458 36.88958660184039))"
298,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.07,surface,CIMARRON,C,5N,3E,19.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76793017943987 36.88952320688938, -102.76792651956451 36.89312416147872, -102.77257801045842 36.893167358433764, -102.77259617015268 36.889555704749455, -102.76793017943987 36.88952320688938))"
299,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.22,surface,CIMARRON,C,5N,3E,19.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77704851327383 36.88596454852788, -102.77261443125418 36.885943950235806, -102.77259617015268 36.889555704749455, -102.77703315192458 36.88958660184039, -102.77704851327383 36.88596454852788))"
300,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.2,surface,CIMARRON,C,5N,3E,19.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76793017943987 36.88952320688938, -102.77259617015268 36.889555704749455, -102.77261443125418 36.885943950235806, -102.76793393911247 36.88592225240168, -102.76793017943987 36.88952320688938))"
301,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.97,surface,CIMARRON,C,5N,3E,20.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7544063857607 36.88600215751833, -102.75439102707547 36.889631811784064, -102.75890411076622 36.889595610487255, -102.75891557068536 36.88597555570042, -102.7544063857607 36.88600215751833))"
302,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.0,surface,CIMARRON,C,5N,3E,20.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75439102707547 36.889631811784064, -102.75437566634214 36.89326146668112, -102.75889265130665 36.89321566492587, -102.75890411076622 36.889595610487255, -102.75439102707547 36.889631811784064))"
303,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.08,surface,CIMARRON,C,5N,3E,20.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7544063857607 36.88600215751833, -102.74989720233953 36.88602875848871, -102.74987794269802 36.88966801382828, -102.75439102707547 36.889631811784064, -102.7544063857607 36.88600215751833))"
304,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.11,surface,CIMARRON,C,5N,3E,20.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.74987794269802 36.88966801382828, -102.7498587834037 36.89330716836214, -102.75437566634214 36.89326146668112, -102.75439102707547 36.889631811784064, -102.74987794269802 36.88966801382828))"
305,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.07,surface,CIMARRON,C,5N,3E,21.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73638250782047 36.889539127642585, -102.74088098614456 36.88958212292128, -102.74089054526459 36.88594106790674, -102.73638726617669 36.88589717293532, -102.73638250782047 36.889539127642585))"
306,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.08,surface,CIMARRON,C,5N,3E,21.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73188402849183 36.88949623221727, -102.73638250782047 36.889539127642585, -102.73638726617669 36.88589717293532, -102.73188398689321 36.88585327742731, -102.73188402849183 36.88949623221727))"
307,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.02,surface,CIMARRON,C,5N,3E,21.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73637774884388 36.89318118289736, -102.7408714266399 36.89322317758637, -102.74088098614456 36.88958212292128, -102.73638250782047 36.889539127642585, -102.73637774884388 36.89318118289736))"
308,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.03,surface,CIMARRON,C,5N,3E,21.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73188402849183 36.88949623221727, -102.73188407064343 36.8931391875017, -102.73637774884388 36.89318118289736, -102.73638250782047 36.889539127642585, -102.73188402849183 36.88949623221727))"
309,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.16,surface,CIMARRON,C,5N,3E,28.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7318723608197 36.87492441111507, -102.73638144131624 36.874966307715674, -102.7363660990003 36.87131955263669, -102.73186081918408 36.87128145599494, -102.7318723608197 36.87492441111507))"
310,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.21,surface,CIMARRON,C,5N,3E,28.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73638144131624 36.874966307715674, -102.74089062040005 36.875008302952736, -102.74087137831074 36.87135774864297, -102.7363660990003 36.87131955263669, -102.73638144131624 36.874966307715674))"
311,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.2,surface,CIMARRON,C,5N,3E,28.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7318723608197 36.87492441111507, -102.73188390298648 36.87856736670265, -102.73639678268536 36.87861316239979, -102.73638144131624 36.874966307715674, -102.7318723608197 36.87492441111507))"
312,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.24,surface,CIMARRON,C,5N,3E,28.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73639678268536 36.87861316239979, -102.74090976295058 36.878658858160755, -102.74089062040005 36.875008302952736, -102.73638144131624 36.874966307715674, -102.73639678268536 36.87861316239979))"
313,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.45,surface,CIMARRON,C,5N,3E,29.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75441592177748 36.8714302391898, -102.75442646451711 36.87508649395736, -102.75894414932792 36.875080892336825, -102.75894990824018 36.87142643871121, -102.75441592177748 36.8714302391898))"
314,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.32,surface,CIMARRON,C,5N,3E,29.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.74990877959407 36.875092194993215, -102.7499356218386 36.8787503490576, -102.75443700598684 36.87874284745357, -102.75442646451711 36.87508649395736, -102.74990877959407 36.875092194993215))"
315,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.47,surface,CIMARRON,C,5N,3E,29.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75441592177748 36.8714302391898, -102.74988203663217 36.87143394003322, -102.74990877959407 36.875092194993215, -102.75442646451711 36.87508649395736, -102.75441592177748 36.8714302391898))"
316,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.3,surface,CIMARRON,C,5N,3E,29.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75442646451711 36.87508649395736, -102.75443700598684 36.87874284745357, -102.75893849045241 36.878735346928536, -102.75894414932792 36.875080892336825, -102.75442646451711 36.87508649395736))"
317,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,42.02,surface,CIMARRON,C,5N,3E,30.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76797951976877 36.87506969089283, -102.76794135856822 36.87872034379794, -102.77265095257039 36.8787203430181, -102.77268651267441 36.87507058945097, -102.76797951976877 36.87506969089283))"
318,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.42,surface,CIMARRON,C,5N,3E,30.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77709449322089 36.87507148881609, -102.77268651267441 36.87507058945097, -102.77265095257039 36.8787203430181, -102.77707913404194 36.878720341491295, -102.77709449322089 36.87507148881609))"
319,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.24,surface,CIMARRON,C,5N,3E,30.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77710995413291 36.87142273527136, -102.77272217373097 36.87142093598, -102.77268651267441 36.87507058945097, -102.77709449322089 36.87507148881609, -102.77710995413291 36.87142273527136))"
320,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,42.0,surface,CIMARRON,C,5N,3E,30.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76797951976877 36.87506969089283, -102.77268651267441 36.87507058945097, -102.77272217373097 36.87142093598, -102.7680177807456 36.87141893722307, -102.76797951976877 36.87506969089283))"
321,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.53,surface,CIMARRON,C,5N,3E,31.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.76805216059068 36.860520375471445, -102.76809420240562 36.86411752947253, -102.77279339506468 36.864121429539665, -102.77278865549086 36.86051927530091, -102.76805216059068 36.860520375471445))"
322,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,38.41,surface,CIMARRON,C,5N,3E,31.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77715603493182 36.860518275524285, -102.77278865549086 36.86051927530091, -102.77279339506468 36.864121429539665, -102.77714077426536 36.86412502860866, -102.77715603493182 36.860518275524285))"
323,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.86,surface,CIMARRON,C,5N,3E,31.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77278401494503 36.856917021166154, -102.76801011809599 36.856923121039365, -102.76805216059068 36.860520375471445, -102.77278865549086 36.86051927530091, -102.77278401494503 36.856917021166154))"
324,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,38.58,surface,CIMARRON,C,5N,3E,31.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.77717129522968 36.85691142214368, -102.77278401494503 36.856917021166154, -102.77278865549086 36.86051927530091, -102.77715603493182 36.860518275524285, -102.77717129522968 36.85691142214368))"
325,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.34,surface,CIMARRON,C,5N,3E,32.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75438149771253 36.8604974759536, -102.75439483851754 36.86411753104651, -102.75896132678994 36.86411753079224, -102.75893838463051 36.86050507582762, -102.75438149771253 36.8604974759536))"
326,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.42,surface,CIMARRON,C,5N,3E,32.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75438149771253 36.8604974759536, -102.74982461066737 36.86048987697527, -102.74982845232113 36.86411753184605, -102.75439483851754 36.86411753104651, -102.75438149771253 36.8604974759536))"
327,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.34,surface,CIMARRON,C,5N,3E,32.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75436815638695 36.856877421384375, -102.74982086922918 36.85686212216235, -102.74982461066737 36.86048987697527, -102.75438149771253 36.8604974759536, -102.75436815638695 36.856877421384375))"
328,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.25,surface,CIMARRON,C,5N,3E,32.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.75438149771253 36.8604974759536, -102.75893838463051 36.86050507582762, -102.75891544392897 36.85689262130637, -102.75436815638695 36.856877421384375, -102.75438149771253 36.8604974759536))"
329,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.91,surface,CIMARRON,C,5N,3E,33.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7363354137567 36.86402604211816, -102.74083309281018 36.86405653875266, -102.74083495212916 36.86042698346644, -102.73634007311317 36.8603954871901, -102.7363354137567 36.86402604211816))"
330,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.92,surface,CIMARRON,C,5N,3E,33.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73634007311317 36.8603954871901, -102.73184519280736 36.86036409023215, -102.73183773406205 36.86399554546356, -102.7363354137567 36.86402604211816, -102.73634007311317 36.8603954871901))"
331,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.9,surface,CIMARRON,C,5N,3E,33.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.73634473172416 36.856765031921114, -102.73185265130444 36.85673263554588, -102.73184519280736 36.86036409023215, -102.73634007311317 36.8603954871901, -102.73634473172416 36.856765031921114))"
