"
UA Properties by County, August 2022",,
Apache County,,
220-10-013B,1580 E. Hanley Bl.,4.73
220-10-020B,10900 N. Stallard Pl.,2.76
221-04-0250,9100 N. I10 Westbound Frontage Rd.,14.52
222-42-4260,,0.33
222-51-0040,11055 E. Flicker Ln.,0.14
302-21-0020,,20.81
302-21-0030,,24.61
302-21-0040,,20.74
302-21-0050,,20.57
302-21-0060,,20.74
302-21-0070,,20.74
302-21-0080,,20.63
302-21-0090,,20.82
302-21-0100,,21.03
302-21-0110,,20.62
302-21-0120,,20.76
302-21-0130,,20.83
302-21-0140,,20.74
302-23-0010,,19.97
302-23-0030,,13.97
303-24-0050,,24.18
303-24-0060,,21.43
303-24-0120,,15.05
303-24-0130,,23.36
303-27-001A,,15.71
,,
Pinal County,,
,,
Parcel Number,Parcel Address,Parcel Size
305-03-005B,,5.00
305-03-007B,,5.00
305-03-009A,,23.42
305-03-009B,State Highway 77,616.58
305-03-0100,,3.03
305-31-031C,"32540 S. Biosphere Rd., Oracle",22.47
305-31-031E,,0.73
305-31-031G,,0.71
305-31-031H,,0.24
305-31-031J,"32540 S. Biosphere Rd., Oracle",11.71
305-31-031K,,2.95
305-31-031M,,0.11
305-35-0050,,100.51
305-35-008A,,160.00
407-05-0100,"9875 W. Devonshire Dr., Arizona City",0.16
409-26-004D,,0.32
502-03-0010,"21881 N. Cardon Ln., Maricopa",320.00
502-03-0020,,320.00
502-03-0030,,320.00
502-03-0040,,640.00
502-03-0050,"37747 W. Smith-Enke Rd., Maricopa",160.00
502-03-017A,,160 00
502-03-017B,,160.00
511-63-0110,"12480 W. Merry Dr., Arizona City",0.41
,,
Santa Cruz County,,
,,
Parcel Number,Parcel Address,Parcel Size
101-45-071,"429 W. Crawford St., Nogales",0.18
111-40-006,,20.66
111-40-007A,,20.66
,,
Yavapai County,,
,,
Parcel Number,Parcel Address,Parcel Size
401-02-014U,5200 S. Forest Service Road 105,53.54
403-15-003M,,3.92
407-32-024N,,0.02
407-32-026A,,0.13
407-32-026B,225-235 S. Merritt Ranch Rd.,14.00
407-32-026C,,3.82
407-32-026D,,3.84
407-32-026E,,3.85
407-32-026F,,19.90
407-32-027E,,0.14
500-29-338,"16772 S. Cordes Cir W, Cordes Junction",0.38
,,
Yuma County,,
,,
Parcel Number,Parcel Address,Parcel Size
179-23-007,,113.12
179-27-007,"6425 W. 8th St., Yuma",153.18
196-28-016,,79.00
196-29-007,,158.57
,,
,,
Out of State,,
,,
Parcel Number,Parcel Address,Parcel Size
111-24-2000,"Presidio County, Texas",10.00
210108117059,"Eagle County, Colorado",0.02
